ours_model,baseline_model,metric,n_pairs,baseline_minus_ours_mean,baseline_minus_ours_median,bootstrap95_low,bootstrap95_high,paired_t_p,wilcoxon_p,direction_good_for_ours,paired_t_p_fdr,wilcoxon_p_fdr
prior_init_diffusion_unet,vanilla_diffusion,rmse_kpa,25,4.896563849080906,4.676003149926139,4.507179971808823,5.313530140357839,4.671764862412175e-18,5.960464477539063e-08,True,1.226338276383196e-17,9.881822686446341e-08
prior_init_diffusion_unet,vanilla_diffusion,mae_norm,25,0.36977958530187605,0.3673335462808609,0.362151959232986,0.37767750506103037,4.700442389064521e-32,5.960464477539063e-08,True,9.870929017035494e-31,9.881822686446341e-08
prior_init_diffusion_unet,vanilla_diffusion,rmse_norm,25,0.30250730802080683,0.3017660199454173,0.294051764535148,0.31130670263438964,7.077610001570997e-29,5.960464477539063e-08,True,8.917788601979456e-28,9.881822686446341e-08
explicit_residual_target_diffusion,prior_init_diffusion_unet,mae_kpa,25,-0.11668700218200684,-0.08138608932495162,-0.1896587483882904,-0.05871811151504499,0.0025071501964397543,5.3882598876953125e-05,False,0.0031909184318324145,6.789207458496094e-05
explicit_residual_target_diffusion,prior_init_diffusion_unet,rmse_kpa,25,-0.05600591892921887,-0.034725652551088615,-0.0903587877864784,-0.0247007114283183,0.003371509533146304,0.0037809014320373535,False,0.0041243708852081,0.004411051670710246
explicit_residual_target_diffusion,prior_init_diffusion_unet,mae_norm,25,-0.0089280205965042,-0.005753628909587902,-0.013951414346694925,-0.004855491518974292,0.0009781226122126782,2.664327621459961e-05,False,0.0012972994646189206,3.533739792673211e-05
explicit_residual_target_diffusion,prior_init_diffusion_unet,rmse_norm,25,-0.0021661784026568796,-0.0009337729850983079,-0.004086470795396759,-0.0007798445340591775,0.022184014080146145,0.0005564093589782715,False,0.025881349760170504,0.0006873292081496295
explicit_residual_target_diffusion,prior_init_diffusion_unet,crps_norm,25,0.013372785001993187,0.015703741461038596,0.01003837191686037,0.01585853780061007,5.178928392080942e-09,2.562999725341797e-06,True,7.792584368294666e-09,3.588199615478516e-06
explicit_residual_target_diffusion,prior_init_diffusion_unet,uce,25,0.050769188752042685,0.051001793325651995,0.045711813974476344,0.05624679809412521,9.378756919311512e-16,5.960464477539063e-08,True,1.8180359566665395e-15,9.881822686446341e-08
explicit_residual_target_diffusion,prior_init_diffusion_unet,ence,25,11.891698770394804,11.238636714099083,11.124066501161074,12.714588136009054,5.853475878766874e-20,5.960464477539063e-08,True,2.0487165575684058e-19,9.881822686446341e-08
explicit_residual_target_diffusion,prior_init_diffusion_unet,ause_abs_error,25,-0.004719776156554956,-0.0045559172162943015,-0.005727952812516446,-0.003716503519253083,3.3024964471382953e-09,5.960464477539063e-08,False,5.334801953069554e-09,9.881822686446341e-08
explicit_residual_target_diffusion,prior_init_diffusion_unet,width90_norm,25,-0.16010433554649353,-0.16225316375494,-0.1774729543607682,-0.14348062333650888,1.8072686331800298e-15,5.960464477539063e-08,False,3.300229677980924e-15,9.881822686446341e-08
explicit_residual_target_diffusion,residual_likelihood_guided_diffusion,mae_kpa,25,-0.11676192283630371,-0.08099389076232866,-0.1906017184257508,-0.05876740717887878,0.002501262065722607,5.3882598876953125e-05,False,0.0031909184318324145,6.789207458496094e-05
explicit_residual_target_diffusion,residual_likelihood_guided_diffusion,rmse_kpa,25,-0.056196829718459684,-0.03443793650741611,-0.08965856548967706,-0.024125052872910304,0.0033351396523161746,0.0030878782272338867,False,0.0041243708852081,0.003670496760674243
explicit_residual_target_diffusion,residual_likelihood_guided_diffusion,mae_norm,25,-0.008928892016410825,-0.005740493535995497,-0.0139473818987608,-0.004820847153663623,0.0009774617068029783,2.664327621459961e-05,False,0.0012972994646189206,3.533739792673211e-05
explicit_residual_target_diffusion,residual_likelihood_guided_diffusion,rmse_norm,25,-0.0021724019232345015,-0.0009448092208045045,-0.0040771483446116925,-0.0007614798030078461,0.021798406000461106,0.0006313323974609375,False,0.025881349760170504,0.0007648834815392127
explicit_residual_target_diffusion,residual_likelihood_guided_diffusion,crps_norm,25,0.01337183550000191,0.015689153224229806,0.010068470109254138,0.01588129886984824,5.195056245529777e-09,2.562999725341797e-06,True,7.792584368294666e-09,3.588199615478516e-06
explicit_residual_target_diffusion,residual_likelihood_guided_diffusion,uce,25,0.05080091544095928,0.0508598609091592,0.045816730392461695,0.05613605907264556,8.452261260610299e-16,5.960464477539063e-08,True,1.6904522521220598e-15,9.881822686446341e-08
explicit_residual_target_diffusion,residual_likelihood_guided_diffusion,ence,25,11.89543522732527,11.312481404017413,11.144211688971799,12.745815251478625,5.0515478657979086e-20,5.960464477539063e-08,True,1.872044209089813e-19,9.881822686446341e-08
explicit_residual_target_diffusion,residual_likelihood_guided_diffusion,ause_abs_error,25,-0.004729370107181777,-0.004668970804257901,-0.005742377547550732,-0.0037429178880552965,3.7081817595741805e-09,5.960464477539063e-08,False,5.840386271329334e-09,9.881822686446341e-08
