dataset,split_mode,model,n_folds,mae_norm_mean,mae_norm_std,rmse_norm_mean,rmse_norm_std,psnr_norm_mean,psnr_norm_std,ssim_norm_mean,ssim_norm_std,mae_kpa_mean,mae_kpa_std,rmse_kpa_mean,rmse_kpa_std,spearman_pixel_mean,spearman_pixel_std,n_eval_samples_mean,n_eval_samples_std,train_count_mean,train_count_std,val_count_mean,val_count_std,test_count_mean,test_count_std,crps_norm_mean,crps_norm_std,cov50_mean,cov50_std,width50_norm_mean,width50_norm_std,cov80_mean,cov80_std,width80_norm_mean,width80_norm_std,cov90_mean,cov90_std,width90_norm_mean,width90_norm_std,cov95_mean,cov95_std,width95_norm_mean,width95_norm_std,uncertainty_error_spearman_mean,uncertainty_error_spearman_std,failure_auroc_top10_abs_error_mean,failure_auroc_top10_abs_error_std,uce_mean,uce_std,ence_mean,ence_std,ause_abs_error_mean,ause_abs_error_std,pit_mean_mean,pit_mean_std,posterior_std_norm_mean_mean,posterior_std_norm_mean_std,calibration_target_coverage_mean,calibration_target_coverage_std,calibration_scale_90_mean,calibration_scale_90_std,residual_scale_mean,residual_scale_std
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,unet_canonical_bxyz,5,0.07513008266687388,0.005147006852240525,0.1579166963516409,0.010591278541855185,16.049895094441478,0.5581820260888475,0.4053401741808137,0.03276714654418361,2.9956282138824464,0.2478676223091633,9.942300226622054,1.2123879942226792,0.5292314954115106,0.03831508460145519,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.07513008415698999,0.005147001977682713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.5,0.0,0.15572633968245286,0.009623599649330329,,,0.059293144453460775,0.004802956108552165,0.11146252006292341,0.003558893466069073,0.0,0.0,,,,,,
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,prior_init_diffusion_unet,5,0.07737331092357631,0.004610571159289598,0.15839364653721005,0.010683257846301315,16.023931032281553,0.5618205522592444,0.24710836849318674,0.028002018144967767,3.0140854835510256,0.24350078733812808,9.970085278740578,1.2101457586987798,0.5226921811784636,0.03790154908047949,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.07255333960056301,0.004668176533287873,0.00644337581470604,0.0027697334919736917,0.01145095303654666,0.0002961658280301756,0.01744607780128714,0.012113839874420999,0.02139004729688164,0.0005632765652822212,0.03538342993706462,0.03430330972015368,0.0269326891750097,0.0006870396764674375,0.06079248264431949,0.062098741718265224,0.03103527240455146,0.0007581908973939166,0.6305785483383557,0.015315213448038973,0.8376648008291616,0.02234157661698747,0.12634046168397164,0.012488450122226784,14.089194127987758,2.1492976123940943,0.014155740114295,0.0028090697379418612,0.12095630466938015,0.00887381463270482,0.008701112680137079,0.00021442564875592086,,,,,,
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,prior_init_diffusion_unet_calibrated90,5,0.07737331092357631,0.004610571159289598,0.15839364740031825,0.010683262484741423,16.023931000416674,0.5618207804588007,0.24710835721522856,0.02800204270139914,3.0140854358673095,0.24350081713174107,9.970085278740578,1.2101457586987798,0.5226921807196789,0.03790154979615251,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.0653237536549568,0.0038864598270918122,0.8210496783256531,0.0089307995452407,0.14734549522399898,0.006687764276919347,0.8813655614852905,0.01011767200774992,0.2752459168434143,0.012780158927513727,0.9063865065574646,0.010305540201838539,0.3465861320495605,0.016354680431774713,0.9214810848236084,0.009776716471987478,0.3994021058082581,0.019119252396701224,0.6305785450084157,0.015315217105414202,0.837664799834102,0.022341577763343456,0.033733200382444,0.00993423452237209,0.2941864634807111,0.11387230233739537,0.014155740226888319,0.002809069701165863,0.4334051966667175,0.007022358549385354,0.11197060644626615,0.005220701566824299,0.9,0.0,12.867496681213378,0.4807134219265554,,
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,residual_likelihood_guided_diffusion_calibrated90,5,0.07739795446395872,0.004578783752264224,0.15840958229940078,0.010679090610577077,16.02304154376561,0.5616061146944318,0.24670919745694847,0.027780252176274084,3.0144654750823974,0.2431768642131098,9.968738170174898,1.2110008622801658,0.5226944903154132,0.037913234017105814,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.06534299999475471,0.0038328677343097022,0.8212250947952271,0.009057638578397892,0.1473926573991775,0.0072363795389925965,0.8812980055809021,0.010455267287573374,0.2753692626953125,0.013989340502396478,0.9065074682235718,0.010694390004398759,0.3467956602573395,0.01796708641345625,0.9218784093856811,0.01026349840938343,0.39973841309547425,0.021062959032261578,0.6306168849036361,0.01770676600720941,0.8378875769648906,0.021863840810611098,0.03361209836040112,0.01018838772502163,0.29262686158605955,0.11792424056325992,0.014117474283906117,0.002726881738665084,0.4333526909351349,0.00718969777067642,0.11205697059631343,0.005717276876570517,0.9,0.0,12.881064414978027,0.5229953046289302,,
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,residual_likelihood_guided_diffusion,5,0.07739795446395872,0.004578779496085894,0.1584095835135057,0.010679090042987395,16.023041475027654,0.5616060829352372,0.24670923070695533,0.02778021053149462,3.0144654750823974,0.2431768642131098,9.968738247848895,1.2110008528893512,0.5226944862194711,0.03791323441596119,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.07257969081401817,0.004633293632576727,0.006421074457466561,0.00282158632038496,0.01144189424812788,0.00029264766059905543,0.017275766283273642,0.011978570006749688,0.0213752549141645,0.0005635851972327058,0.03521006666123866,0.034203099342828676,0.026918011158704697,0.0006935793935868363,0.06033184342086312,0.06192210323707824,0.0310255408287048,0.0007746305606062102,0.6306168693855749,0.017706765318938868,0.8378875754824016,0.021863839562722084,0.12641999315515315,0.012289993268712947,14.092922407995777,2.1046846577037424,0.014117474405756097,0.0027268817173707956,0.12087033092975615,0.008899965199512532,0.008697940036654441,0.00021637529397505287,,,,,,
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,explicit_residual_target_diffusion,5,0.08400164991617201,0.010746059687218793,0.15978654191802594,0.010816388044258766,15.948171217600537,0.5673620943095704,0.25536689861999967,0.0730819794938245,3.0960632801055907,0.31192932094472475,10.042571002992608,1.1784533117427682,0.5146836784740428,0.03282100007179379,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.05672248005867,0.004816474347006883,0.6701886653900146,0.08247095597902222,0.04147229716181751,0.00885816335848974,0.7892076969146729,0.028201954761741015,0.1163972750306129,0.028451978998948035,0.8437309861183167,0.014778044399988508,0.18594454228878016,0.04400344184145794,0.8752196669578552,0.010171054134575992,0.247034478187561,0.0548605504069685,0.7993146981968573,0.025003656757054078,0.7776389771933955,0.008873470095299596,0.07421294436057195,0.00864179918911569,2.117888757067269,1.2742517452658317,0.01911887797715728,0.002087330172834585,0.5007382988929748,0.09518183429082645,0.07344295680522916,0.01662281598325501,,,,,0.741477108001709,0.013255180382628256
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,explicit_residual_target_diffusion_calibrated90,5,0.08400164991617201,0.010746059687218793,0.15978654310460916,0.01081638773588222,15.948171151943598,0.5673620786648879,0.25536689477113,0.0730819718658544,3.096063327789307,0.3119293002271926,10.042571002992608,1.1784533117427682,0.5146836787120337,0.0328209994299599,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.05736222565174098,0.0039780684671104636,0.5900644183158874,0.13469797037566486,0.0660128384828567,0.014803996339401613,0.8465843796730042,0.0325104131651792,0.1830197542905807,0.03223138255463807,0.90567626953125,0.012923732600695742,0.2927970826625824,0.04997628116357287,0.9326054453849792,0.01002193418498187,0.38965447545051574,0.06318682198324932,0.799314697594213,0.025003660648858974,0.7776389759822265,0.008873470620186443,0.0337171220794665,0.013907656506434708,0.9508892886759437,0.6962606615308332,0.019118877983888997,0.0020873301479069463,0.5800766110420227,0.0682387792654385,0.11562920957803724,0.017682217356479138,0.9,0.0,1.6089993000030518,0.22765596741711536,0.741477108001709,0.013255180382628256
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,explicit_residual_likelihood_guided_diffusion_calibrated90,5,0.08412713855504984,0.010878670256795283,0.15985465551527467,0.010999451638977342,15.945034290005054,0.5752378204989209,0.2550493995318762,0.0715653072816795,3.096143674850464,0.3100434054658995,10.048860739924379,1.1762878642853825,0.5162308011610292,0.0358317396308258,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.05748170390725131,0.0041842519213133875,0.589328944683075,0.12538346220522129,0.0650767475366592,0.014040365580612316,0.844211220741272,0.032123562162561556,0.18194708228111264,0.032180305061132966,0.9035514235496521,0.013638979471178902,0.2908038079738617,0.0516877651300464,0.9305313110351563,0.008613927140098766,0.38682151436805723,0.06584482700677277,0.7898365601251994,0.03243812814644735,0.7683352260956917,0.009428964550180344,0.037685787399869816,0.010292689083263952,0.9753083059545427,0.5843208762225232,0.0200344198947871,0.0023066070008481584,0.5804452300071716,0.06372740042907143,0.1151804238557815,0.018657518435991918,0.9,0.0,1.6007278442382813,0.25026881764371517,0.741477108001709,0.013255180382628256
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,explicit_residual_likelihood_guided_diffusion,5,0.08412714004516596,0.01087866884279825,0.1598546567652149,0.010999450407619944,15.945034217149495,0.5752377457548933,0.25504939069863986,0.07156531320052632,3.0961437225341797,0.3100434173914676,10.04886096939341,1.1762878497617295,0.5162307995092823,0.035831738420862874,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.05679316297173496,0.004885791807653394,0.6714099049568176,0.08036218214795422,0.041117726266384096,0.008078997781598927,0.7855060815811157,0.030394526015423338,0.11641018241643901,0.027933419769652596,0.8408777713775635,0.015552706124656172,0.18598543107509607,0.04497529448992287,0.8728294372558594,0.01125496856011352,0.24698559641838075,0.05638851945531444,0.7898365595490181,0.03243812817723437,0.7683352257507168,0.009428965429321598,0.07568455264934935,0.007836314637781294,2.0871400136650338,1.0503384931705695,0.02003441507138558,0.002306608974450255,0.5018754601478577,0.09043173514096937,0.07364015504717822,0.016938367639189093,,,,,0.741477108001709,0.013255180382628256
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,srcnn_bz_single_channel,5,0.11747353374958033,0.005398215733381269,0.2039958748232865,0.007799818896102593,13.814065839473667,0.3377646947223348,0.1590551287679073,0.014954655936675226,3.878066158294678,0.2828826093783225,11.832982982404157,1.0305591342794893,0.3454113979962842,0.039004790247265234,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.1174735307693481,0.005398214173454986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.5,0.0,0.201819722121625,0.008117746730031588,,,0.08530393647695562,0.0064236938858512685,0.13814257085323334,0.006863222136032253,0.0,0.0,,,,,,
