case_id,config_id,split_id,seed_id,depth_group,operator,method,source_label,true_zbottom_mm,true_ztop_mm,true_thickness_mm,posterior_mean_zbottom_mm,posterior_std_zbottom_mm,posterior_q025_mm,posterior_q05_mm,posterior_q10_mm,posterior_q25_mm,posterior_q50_mm,posterior_q75_mm,posterior_q90_mm,posterior_q95_mm,posterior_q975_mm,cov50,cov80,cov90,cov95,width50_mm,width80_mm,width90_mm,width95_mm,pit,crps_mm,wis90_mm,absolute_error_mm,squared_error_mm2,bias_mm,interval_iou,d_out_mm,failure_label_tau_0p5mm,failure_label_tau_1mm,failure_label_tau_2mm,forward_residual,calibration_scale
eval_050,mid_0598,validation,20260532,mid,MMP,vanilla_3d_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.4746336936950684,0.5628800988197327,2.508472371101379,2.5657137274742126,2.6530325174331666,3.036354660987854,3.459668517112732,3.9515868425369263,4.205834436416626,4.376398801803589,4.497587740421295,True,True,True,True,0.9152321815490723,1.5528019189834592,1.8106850743293763,1.989115369319916,0.6953125,0.23058843317575417,2.1858589334492358,0.36020868253752303,0.12975029497541804,-0.36020868253752303,0.9015522190721977,0.0,False,False,False,0.06332913194552432,0.4
eval_050,mid_0598,validation,20260533,mid,MMP,vanilla_3d_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.224605083465576,0.5649676322937012,2.3088989198207854,2.339376676082611,2.427191877365112,2.7591803669929504,3.1406441926956177,3.6930931210517883,3.9682984828948973,4.11621789932251,4.1920679092407225,False,True,True,True,0.9339127540588379,1.541106605529785,1.7768412232398987,1.883168989419937,0.8359375,0.36193721764378317,2.4710394067768724,0.6102372927670152,0.37238955348361585,-0.6102372927670152,0.8192721563133436,0.0,True,False,False,0.07898822390993145,0.4
eval_050,mid_0598,validation,20260531,mid,MMP,eapp_only_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.4764957427978516,0.5219762921333313,2.6499803006649016,2.677262008190155,2.781232142448425,3.031756579875946,3.470975399017334,3.912124991416931,4.117520427703857,4.28350691795349,4.352871978282929,True,True,True,True,0.8803684115409851,1.3362882852554319,1.6062449097633351,1.7028916776180272,0.65625,0.21626318703303027,1.9701118869785925,0.3583466334347398,0.1284123096940118,-0.3583466334347398,0.9023628663220469,0.0,False,False,False,0.06888147932426567,0.4
eval_050,mid_0598,validation,20260532,mid,MMP,eapp_only_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.240974426269531,0.49257802963256836,3.3638032376766205,3.455786144733429,3.5951931476593018,3.8513335585594177,4.216514348983765,4.649225234985352,4.858535194396973,4.933196973800659,5.089595174789429,False,True,True,True,0.7978916764259338,1.2633420467376713,1.4774108290672303,1.7257919371128088,0.21875,0.2319341579698786,1.8590828018184036,0.40613205003693986,0.16494324206720742,0.40613205003693986,0.7935263661684385,0.0,False,False,False,0.061889827427181805,0.4
eval_050,mid_0598,validation,20260533,mid,MMP,eapp_only_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.54848575592041,0.5360493063926697,2.5862802505493163,2.672585391998291,2.8493181228637696,3.080809533596039,3.6195099353790283,3.987842619419098,4.200085973739624,4.326489496231078,4.4558422565460205,True,True,True,True,0.9070330858230591,1.350767850875854,1.653904104232787,1.8695620059967042,0.640625,0.18564697274345365,1.8692365450863502,0.28635662031218123,0.08200011399661472,-0.28635662031218123,0.9137436302551921,0.0,False,False,False,0.059670593729529646,0.4
eval_050,mid_0598,validation,20260531,mid,MMP,dps_inverse_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.166325569152832,0.2730938792228699,3.607380026578903,3.714579689502716,3.847467374801636,3.9721590280532837,4.161159992218018,4.385655045509338,4.513053226470947,4.567878556251526,4.603355252742768,False,False,True,True,0.4134960174560547,0.6655858516693112,0.8532988667488102,0.9959752261638646,0.09375,0.20975935077817404,1.1796164827342364,0.33148319292024064,0.10988110718859748,0.33148319292024064,0.826962396954459,0.0,False,False,False,0.06432309778742229,0.4
eval_050,mid_0598,validation,20260532,mid,MMP,dps_inverse_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.115911960601807,0.25427454710006714,3.640252095460892,3.7364156246185303,3.793320631980896,3.9686996936798096,4.119467496871948,4.289301514625549,4.427133941650391,4.513419938087464,4.598021721839905,False,True,True,True,0.32060182094573975,0.6338133096694949,0.7770043134689333,0.9577696263790134,0.140625,0.1766674207146579,1.0616294341082901,0.28106958436921525,0.07900011125748341,0.28106958436921525,0.8539128782810018,0.0,False,False,False,0.06139021098555785,0.4
eval_050,mid_0598,validation,20260533,mid,MMP,dps_inverse_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.174887657165527,0.2562516927719116,3.6247935593128204,3.7241753339767456,3.861754560470581,4.013114333152771,4.187546730041504,4.339953184127808,4.5048305034637455,4.556669735908509,4.7234600543975835,False,False,True,True,0.3268388509750366,0.6430759429931645,0.832494401931763,1.098666495084763,0.0859375,0.22513821198882528,1.1851987557406756,0.34004528093293596,0.11563079308475933,0.34004528093293596,0.833167571055796,0.0,False,False,False,0.06027432582130253,0.4
eval_050,mid_0598,validation,20260531,mid,MMP,op_conditioned_diffusion_ours,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.6668648719787598,0.22655698657035828,3.2553102910518645,3.2974167585372927,3.348318862915039,3.5229052305221558,3.6544463634490967,3.832143723964691,3.972650647163391,4.021984314918518,4.086701512336731,False,True,True,True,0.3092384934425354,0.6243317842483522,0.724567556381225,0.8313912212848664,0.75,0.10179589137072997,0.9049635691647198,0.16797750425383162,0.02821644193534602,-0.16797750425383162,0.9461142994729859,0.0,False,False,False,0.048448039488971854,0.4
eval_050,mid_0598,validation,20260532,mid,MMP,op_conditioned_diffusion_ours,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.5682168006896973,0.22827625274658203,3.131247818470001,3.1738208651542665,3.2728632926940917,3.435499131679535,3.580840587615967,3.7247101068496704,3.8508621215820313,3.8970627546310426,3.9468227684497834,False,True,True,True,0.2892109751701355,0.5779988288879396,0.723241889476776,0.8155749499797822,0.890625,0.15919047574314538,0.9772436780934006,0.2666255755428941,0.07108919753357953,-0.2666255755428941,0.9124862531335938,0.0,False,False,False,0.0561323314188791,0.4
eval_050,mid_0598,validation,20260533,mid,MMP,op_conditioned_diffusion_ours,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.9540348052978516,0.22949083149433136,3.550027495622635,3.5978485465049745,3.6624958753585815,3.7912794947624207,3.93873131275177,4.087647557258606,4.263523578643799,4.342028474807739,4.4041657805442815,True,True,True,True,0.2963680624961853,0.6010277032852174,0.7441799283027644,0.8541382849216466,0.3203125,0.07520632376552427,0.848068864821943,0.11919242906526017,0.014206835146477078,0.11919242906526017,0.9285488919649156,0.0,False,False,False,0.05195737246311696,0.4
eval_050,mid_0598,validation,20260531,mid,PIEZO,direct_scalar_regression,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.697029113769531,0.8652961850166321,2.9716748237609862,3.198997247219086,3.5971761465072634,4.140708923339844,4.6851277351379395,5.197267532348633,5.832198143005371,6.129066967964173,6.389293837547303,False,True,True,True,1.056558609008789,2.2350219964981077,2.9300697207450868,3.4176190137863167,0.1484375,0.5251883945983504,3.780355079650435,0.8621867375369399,0.7433659703845921,0.8621867375369399,0.5996300713087646,0.0,True,False,False,0.12476199868218461,0.8500000000000001
eval_050,mid_0598,validation,20260532,mid,PIEZO,direct_scalar_regression,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,5.029971599578857,0.9374700784683228,3.33297546505928,3.4524935245513917,3.8768934488296507,4.36901593208313,5.061239719390869,5.668870687484741,6.1936023235321045,6.673144674301147,6.7603129863739015,False,False,True,True,1.2998547554016113,2.316708874702454,3.2206511497497554,3.4273375213146213,0.09375,0.7608677469391725,4.447048492908033,1.195129223346266,1.428333860496249,1.195129223346266,0.5077218532762741,0.0,True,True,False,0.13828011304281532,0.8500000000000001
eval_050,mid_0598,validation,20260533,mid,PIEZO,direct_scalar_regression,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.888557434082031,0.8489147424697876,3.0768439173698425,3.4484056711196898,3.9005510807037354,4.3254759311676025,4.931947708129883,5.4241708517074585,5.93422040939331,6.326310873031615,6.50816513299942,False,False,True,True,1.098694920539856,2.033669328689575,2.8779052019119256,3.431321215629578,0.078125,0.6834740514800395,3.975010533809217,1.0537150578494399,1.1103154231386485,1.0537150578494399,0.5397780409733289,0.0,True,True,False,0.13370815169000674,0.8500000000000001
eval_050,mid_0598,validation,20260531,mid,PIEZO,unet_3d,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.849149703979492,0.25374123454093933,4.389145195484161,4.44984884262085,4.514089202880859,4.683911442756653,4.837912559509277,5.017196774482727,5.181172943115234,5.281589841842651,5.344266057014465,False,False,False,False,0.3332853317260742,0.667083740234375,0.8317409992218012,0.955120861530304,0.0,0.870076724535574,14.134940510263656,1.0143073277469008,1.028819355121059,1.0143073277469008,0.5655886463849513,0.0,True,True,False,0.1327743402278879,1.9750000000000005
eval_050,mid_0598,validation,20260532,mid,PIEZO,unet_3d,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.8341522216796875,0.2618105709552765,4.3898582577705385,4.44568772315979,4.517432785034179,4.6559144258499146,4.8147501945495605,5.016594290733337,5.145413732528686,5.2402993679046626,5.41448667049408,False,False,False,False,0.36067986488342285,0.6279809474945068,0.7946116447448723,1.0246284127235414,0.0,0.8519167790983551,13.991426401605818,0.9993098454470961,0.9986201672074991,0.9993098454470961,0.5728096779944125,0.0,True,False,False,0.13126777560277542,1.9750000000000005
eval_050,mid_0598,validation,20260533,mid,PIEZO,unet_3d,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.844405651092529,0.28022849559783936,4.296875822544098,4.4446848154067995,4.466466283798217,4.620415687561035,4.8549628257751465,5.059464812278748,5.205505228042602,5.246551251411438,5.292232799530029,False,False,False,False,0.4390491247177124,0.7390389442443848,0.8018664360046381,0.9953569769859314,0.0,0.849270804032239,14.018835669031356,1.009563274859938,1.0192180059459226,1.009563274859938,0.5648568327891298,0.0,True,True,False,0.13109481224676786,1.9750000000000005
eval_050,mid_0598,validation,20260531,mid,PIEZO,kernel_gp,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.578418731689453,0.5347497463226318,3.544874143600464,3.6672834396362304,3.8221259355545043,4.231271743774414,4.639399766921997,4.911616206169128,5.1974530696868895,5.47801604270935,5.571748006343841,False,True,True,True,0.6803444623947144,1.3753271341323852,1.8107326030731197,2.0268738627433773,0.109375,0.4856653680846814,2.6152899937625254,0.7435763554568617,0.5529057963945092,0.7435763554568617,0.6611554868591591,0.0,True,False,False,0.1156621868500495,0.675
eval_050,mid_0598,validation,20260532,mid,PIEZO,kernel_gp,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.463428497314453,0.5333060026168823,3.4532809138298033,3.570634913444519,3.7348216772079468,4.134900212287903,4.575524091720581,4.773093223571777,5.13312029838562,5.206619763374328,5.399577581882477,False,True,True,True,0.6381930112838745,1.3982986211776733,1.6359848499298089,1.9462966680526739,0.140625,0.4106785766461696,2.3766665654177985,0.6285861210818617,0.39512051161674094,0.6285861210818617,0.6947334808945088,0.0,True,False,False,0.10476729797562141,0.675
eval_050,mid_0598,validation,20260533,mid,PIEZO,kernel_gp,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.0895512104034424,0.4988809823989868,2.2229272603988646,2.3007250666618346,2.4384819984436037,2.7229238748550415,3.090981960296631,3.417083978652954,3.6891656160354613,3.8978328824043267,4.1240430831909185,False,False,True,True,0.6941601037979126,1.2506836175918576,1.597107815742492,1.901115822792054,0.9375,0.4978257956357953,2.3409682316784526,0.745291165829149,0.5554589218629721,-0.745291165829149,0.776245102125448,0.0,True,False,False,0.11580628411588707,0.675
eval_050,mid_0598,validation,20260531,mid,PIEZO,vanilla_3d_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.973041534423828,0.6051058173179626,2.8079632043838503,2.8614209413528444,3.16010320186615,3.564141809940338,3.944591999053955,4.425370097160339,4.795342016220093,4.939232921600341,5.139403867721557,True,True,True,True,0.8612282872200012,1.6352388143539427,2.077811980247497,2.331440663337707,0.4140625,0.151589162241824,2.1875616030688607,0.13819915819123674,0.019099007324766475,0.13819915819123674,0.8916474442354244,0.0,False,False,False,0.07958271853024097,0.4
eval_050,mid_0598,validation,20260532,mid,PIEZO,vanilla_3d_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.6035804748535156,0.6238410472869873,2.51447274684906,2.6516093015670776,2.8179287910461426,3.0993940234184265,3.587379574775696,4.059242606163025,4.429451417922974,4.559293937683105,4.752791500091553,True,True,True,True,0.9598485827445984,1.6115226268768312,1.9076846361160271,2.2383187532424933,0.5859375,0.19400986491954608,2.1551474375729227,0.23126190137907576,0.05348206702946536,-0.23126190137907576,0.9157826140524153,0.0,False,False,False,0.08680408485502705,0.4
eval_050,mid_0598,validation,20260533,mid,PIEZO,vanilla_3d_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.6279454231262207,0.5895957946777344,2.6686523497104644,2.7033985018730164,2.8489756345748902,3.208116292953491,3.576913595199585,4.022234201431274,4.448643398284912,4.5577371358871455,4.786331415176392,True,True,True,True,0.8141179084777832,1.599667763710022,1.854338634014129,2.117679065465927,0.6796875,0.18783162017054522,2.1122674150471354,0.20689695310637068,0.04280634920469975,-0.20689695310637068,0.9235121879931462,0.0,False,False,False,0.08150710137771097,0.4
eval_050,mid_0598,validation,20260531,mid,PIEZO,eapp_only_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.610588550567627,0.6147200465202332,2.6307879030704497,2.6858086585998535,2.836600661277771,3.09747976064682,3.613625168800354,4.061931848526001,4.397433423995972,4.540259766578674,4.706545817852021,True,True,True,True,0.9644520878791809,1.560832762718201,1.8544511079788206,2.0757579147815712,0.6484375,0.19902570278443554,2.075668315411058,0.22425382566496443,0.050289778325372264,-0.22425382566496443,0.9185636515081237,0.0,False,False,False,0.0879305968291268,0.42500000000000004
eval_050,mid_0598,validation,20260532,mid,PIEZO,eapp_only_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.878796100616455,0.5865637063980103,2.8199034214019774,2.913971722126007,3.1233044147491458,3.437853217124939,3.8913382291793823,4.2711440324783325,4.674811792373657,4.801840782165527,4.8629455924034115,True,True,True,True,0.8332908153533936,1.5515073776245116,1.8878690600395203,2.043042171001434,0.453125,0.1539040012306816,1.9443649129863112,0.04395372438386369,0.0019319298872126536,0.04395372438386369,0.9302345522031915,0.0,False,False,False,0.07292775209887552,0.42500000000000004
eval_050,mid_0598,validation,20260533,mid,PIEZO,eapp_only_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.785137176513672,0.5949981808662415,2.6845872879028323,2.851807713508606,2.980837821960449,3.3448264598846436,3.775054693222046,4.22659969329834,4.550514984130859,4.672854089736939,4.744217073917389,True,True,True,True,0.8817732334136963,1.56967716217041,1.8210463762283329,2.0596297860145563,0.53125,0.16268013322018537,1.8808340592388784,0.04970519971891951,0.0024706068790976764,-0.04970519971891951,0.9435855646751405,0.0,False,False,False,0.0799415216686586,0.42500000000000004
eval_050,mid_0598,validation,20260531,mid,PIEZO,dps_inverse_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.358741283416748,0.38373109698295593,3.6166790246963503,3.756236207485199,3.8386446475982665,4.105374574661255,4.344573259353638,4.635770916938782,4.81276307106018,4.974600434303284,4.985185158252716,False,False,True,True,0.5303963422775269,0.9741184234619138,1.2183642268180845,1.368506133556366,0.09375,0.3348706587124498,1.7280951099391308,0.5238989071841567,0.2744700649487536,0.5238989071841567,0.7462886315062487,0.0,True,False,False,0.09686099565292548,0.525
eval_050,mid_0598,validation,20260532,mid,PIEZO,dps_inverse_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.23797607421875,0.4310809075832367,2.405165636539459,2.513730192184448,2.681890869140625,2.915655195713043,3.2476483583450317,3.515896797180176,3.797233176231384,3.8907173633575436,4.014147806167602,False,False,True,True,0.6002416014671326,1.115342307090759,1.3769871711730954,1.6089821696281432,0.90625,0.3842354824306795,1.964181189060655,0.5968663020138414,0.35624938247967813,-0.5968663020138414,0.8162284848760498,0.0,True,False,False,0.11187688053727038,0.525
eval_050,mid_0598,validation,20260533,mid,PIEZO,dps_inverse_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.477771759033203,0.454945832490921,3.6206230342388155,3.7606626629829405,4.011354923248291,4.148334264755249,4.441839218139648,4.753552198410034,5.113149404525757,5.278078913688659,5.52046104669571,False,False,True,True,0.6052179336547852,1.1017944812774658,1.5174162507057183,1.899838012456894,0.078125,0.4188651599738257,2.1244130926127753,0.6429293828006117,0.41335819126837553,0.6429293828006117,0.690625554078671,0.0,True,False,False,0.10289075459186854,0.525
eval_050,mid_0598,validation,20260531,mid,PIEZO,op_conditioned_diffusion_ours,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.011033058166504,0.3999711275100708,3.3305626451969146,3.373637342453003,3.491983509063721,3.7177242636680603,4.008691310882568,4.281280517578125,4.543898010253907,4.694974207878112,4.769558715820312,True,True,True,True,0.5635562539100647,1.0519145011901858,1.3213368654251094,1.4389960706233977,0.3359375,0.12620323378391884,1.4951858000750864,0.17619068193391252,0.031043156400337127,0.17619068193391252,0.8911481020633331,0.0,False,False,False,0.08911964769588426,0.525
eval_050,mid_0598,validation,20260532,mid,PIEZO,op_conditioned_diffusion_ours,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.143161773681641,0.36618730425834656,3.336460417509079,3.5704275012016295,3.6924493074417115,3.9253235459327698,4.132761478424072,4.384901762008667,4.634627056121826,4.727534246444702,4.79658579826355,False,True,True,True,0.4595782160758972,0.9421777486801148,1.1571067452430728,1.4601253807544707,0.171875,0.18596430152020132,1.4550258474345537,0.30831939744904924,0.09506085084334479,0.30831939744904924,0.8348376957080713,0.0,False,False,False,0.08827930024588777,0.525
eval_050,mid_0598,validation,20260533,mid,PIEZO,op_conditioned_diffusion_ours,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.0961408615112305,0.35310646891593933,3.4349978625774384,3.4929040670394897,3.585933208465576,3.8701545000076294,4.123552560806274,4.3274924755096436,4.53176965713501,4.654386711120605,4.779373121261597,False,True,True,True,0.45733797550201416,0.945836448669434,1.161482644081115,1.3443752586841584,0.2109375,0.16370537891760395,1.450192828654798,0.2612984852786391,0.06827689840891117,0.2612984852786391,0.8656015470036335,0.0,False,False,False,0.08087956923824496,0.525
eval_050,mid_0598,validation,20260531,mid,US,direct_scalar_regression,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.854368686676025,0.9787218570709229,2.8545423269271852,3.4411680698394775,3.7547298431396485,4.164227604866028,4.773182392120361,5.572521209716797,6.062484788894653,6.471956515312193,6.8102140665054325,False,True,True,True,1.408293604850769,2.3077549457550046,3.030788445472716,3.9556717395782472,0.125,0.6106833838449255,3.969128461360486,1.019526310443434,1.0394338976864013,1.019526310443434,0.5547240944965129,0.0,True,True,False,0.10140685662884107,1.2500000000000002
eval_050,mid_0598,validation,20260532,mid,US,direct_scalar_regression,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,5.079955577850342,0.9692139625549316,3.3461256086826325,3.509964680671692,3.873305320739746,4.37519896030426,5.145633935928345,5.641410946846008,6.318354082107543,6.76312084197998,7.268762767314912,False,False,True,True,1.266211986541748,2.445048761367797,3.2531561613082878,3.9226371586322792,0.0859375,0.7686085380140972,4.563947721004041,1.2451132016177504,1.5503068848428048,1.2451132016177504,0.48287720784978616,0.0,True,True,False,0.10929437783512816,1.2500000000000002
eval_050,mid_0598,validation,20260533,mid,US,direct_scalar_regression,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.908916473388672,0.9542514085769653,2.975856548547745,3.297857630252838,3.652950716018677,4.333614706993103,4.88930344581604,5.627856492996216,6.035415506362915,6.4431458711624146,6.514722585678101,False,True,True,True,1.2942417860031128,2.3824647903442377,3.1452882409095766,3.5388660371303557,0.1484375,0.6845044106829816,4.199749310493026,1.0740740971560805,1.1536351661816495,1.0740740971560805,0.5322521350054902,0.0,True,True,False,0.10041625562079307,1.2500000000000002
eval_050,mid_0598,validation,20260531,mid,US,unet_3d,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.293189287185669,0.06044042482972145,3.1895503878593443,3.2035842537879944,3.226292872428894,3.2477076053619385,3.284839630126953,3.3392181992530823,3.371875834465027,3.384096086025238,3.4005855858325957,False,False,False,False,0.0915105938911438,0.14558296203613308,0.18051183223724365,0.21103519797325143,1.0,0.5075414668352829,9.74544038248995,0.5416530890469224,0.2933880688740733,-0.5416530890469224,0.8200214024209713,0.0,True,False,False,0.0715179155163938,0.525
eval_050,mid_0598,validation,20260532,mid,US,unet_3d,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.309624671936035,0.06571995466947556,3.1744793474674227,3.195773160457611,3.2293257474899293,3.2630441188812256,3.309125065803528,3.3613786101341248,3.390299654006958,3.409432423114777,3.4173141360282897,False,False,False,False,0.09833449125289917,0.1609739065170288,0.21365926265716562,0.24283478856086704,1.0,0.48809185884227246,9.247575635442521,0.5252177042965562,0.2758536369065448,-0.5252177042965562,0.8243967705802954,0.0,True,False,False,0.07505258656812339,0.525
eval_050,mid_0598,validation,20260533,mid,US,unet_3d,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.281526803970337,0.05781738460063934,3.171502411365509,3.183969962596893,3.206950616836548,3.240499198436737,3.2829407453536987,3.3227275609970093,3.3673254013061524,3.3743608355522157,3.385171741247177,False,False,False,False,0.08222836256027222,0.1603747844696044,0.19039087295532253,0.2136693298816681,1.0,0.5203932193798033,9.951923317441729,0.5533155722622545,0.30615812250790614,-0.5533155722622545,0.8166677776639232,0.0,True,False,False,0.07493780114004245,0.525
eval_050,mid_0598,validation,20260531,mid,US,kernel_gp,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.459014892578125,0.3245435059070587,2.8841755211353304,2.948787069320679,3.082538866996765,3.221041440963745,3.4529017210006714,3.6413196325302124,3.83897807598114,3.9591099143028257,4.079199743270874,False,True,True,True,0.4202781915664673,0.756439208984375,1.0103228449821469,1.1950242221355438,0.890625,0.24045312413980507,1.3922635002140669,0.3758274836544664,0.1412462974700482,-0.3758274836544664,0.8786245998161363,0.0,False,False,False,0.06116591691962389,0.55
eval_050,mid_0598,validation,20260532,mid,US,kernel_gp,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.41025972366333,0.3352072238922119,2.7494330286979674,2.8292842149734496,2.977794647216797,3.1642311215400696,3.448869228363037,3.648275136947632,3.8503357410430907,3.930860352516174,4.021963995695114,False,True,True,True,0.48404401540756226,0.8725410938262939,1.1015761375427244,1.272530966997147,0.8828125,0.25824387925408343,1.4875492854122787,0.4245826525692613,0.18027042886275005,-0.4245826525692613,0.8635171200259862,0.0,False,False,False,0.0660846192439976,0.55
eval_050,mid_0598,validation,20260533,mid,US,kernel_gp,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.236261367797852,0.3250932991504669,3.534729540348053,3.6860573530197143,3.8610512256622314,4.064244866371155,4.250165939331055,4.438457369804382,4.635785150527954,4.77270278930664,4.827784597873688,False,False,True,True,0.37421250343322754,0.7747339248657226,1.086645436286926,1.2930550575256348,0.0859375,0.25965726499490427,1.5019689993853893,0.4014189915652602,0.16113720678927043,0.4014189915652602,0.8031118443401363,0.0,False,False,False,0.06138408437206782,0.55
eval_050,mid_0598,validation,20260531,mid,US,vanilla_3d_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.2192916870117188,0.5410805940628052,2.30573456287384,2.388329339027405,2.4978096961975096,2.793126404285431,3.206831693649292,3.6517707109451294,3.9248127937316895,4.093608975410461,4.198821353912353,False,True,True,True,0.8586443066596985,1.4270030975341799,1.7052796363830565,1.8930867910385132,0.8515625,0.36690171538621474,2.333290318966356,0.6155506892208726,0.37890265100029136,-0.6155506892208726,0.8157505515608353,0.0,True,False,False,0.081982750829685,0.4
eval_050,mid_0598,validation,20260532,mid,US,vanilla_3d_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.132754325866699,0.5087422728538513,3.2122633278369905,3.37340362071991,3.494019865989685,3.7615798115730286,4.066302537918091,4.496944308280945,4.821244955062866,5.023165035247803,5.057565546035766,True,True,True,True,0.7353644967079163,1.3272250890731812,1.6497614145278927,1.8453022181987757,0.296875,0.18120793401583213,1.8812215762133921,0.29791194963410783,0.0887515297347952,0.29791194963410783,0.8323299222454466,0.0,False,False,False,0.06746259721950698,0.4
eval_050,mid_0598,validation,20260533,mid,US,vanilla_3d_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.101512432098389,0.5717964172363281,3.080927920341492,3.2397083759307863,3.317790913581848,3.6499800086021423,4.078726291656494,4.583023428916931,4.855259227752685,4.956834363937378,5.009766066074372,True,True,True,True,0.9330434203147888,1.5374683141708374,1.7171259880065914,1.9288381457328798,0.3515625,0.19443084776341757,1.9610099034304942,0.2666700558657973,0.07111291869546744,0.2666700558657973,0.8455663818805268,0.0,False,False,False,0.06529434316867817,0.4
eval_050,mid_0598,validation,20260531,mid,US,eapp_only_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.16579532623291,0.5112562775611877,2.3504506587982177,2.4574575901031492,2.578896903991699,2.705327570438385,3.0623395442962646,3.637897491455078,3.8423657178878785,3.9565076589584347,4.093979668617249,False,True,True,True,0.9325699210166931,1.2634688138961794,1.4990500688552855,1.743529009819031,0.8828125,0.41344089898652425,2.271552900791612,0.6690470499996812,0.44762395511327596,-0.6690470499996812,0.8034117711990583,0.0,True,False,False,0.09162465239479209,0.4
eval_050,mid_0598,validation,20260532,mid,US,eapp_only_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,3.552621841430664,0.501266360282898,2.7368896901607513,2.76870459318161,2.8819096803665163,3.1174246668815613,3.614010453224182,3.936102271080017,4.208649635314941,4.298731875419617,4.400514459609986,True,True,True,True,0.8186776041984558,1.3267399549484251,1.5300272822380068,1.6636247694492345,0.65625,0.17760878642976663,1.750859205246416,0.2822205348019273,0.07964843026388588,-0.2822205348019273,0.9212519576353341,0.0,False,False,False,0.05264903087830787,0.4
eval_050,mid_0598,validation,20260533,mid,US,eapp_only_diffusion,SIMULATED_BENCHMARK,3.8348423762325914,0.15,3.684842376232591,4.44934606552124,0.4848761558532715,3.5515437006950377,3.6245599150657655,3.7973993539810182,4.047157049179077,4.542108774185181,4.844045162200928,4.997931718826294,5.10047652721405,5.188764035701752,False,True,True,True,0.7968881130218506,1.2005323648452757,1.4759166121482843,1.637220335006714,0.1171875,0.38703524853022264,2.1831830101008736,0.6145036892886488,0.3776147841493603,0.6145036892886488,0.7109403711087242,0.0,True,False,False,0.07768963609529139,0.4
