figure,dimension,device,device_label,model,model_label,train_N_per_device,train_N_total,seed,n_test_cases,evidence_level,mae_zbottom_mm,rmse_zbottom_mm,crps_zbottom_mm,cov90_zbottom,width90_zbottom_mm,auroc_fail_tau_1mm
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7532211645686043,1.3423440728345133,0.5827838663966988,0.8511293490460159,2.8919154844322983,0.9588478085047406
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.937764158599274,1.0347467822734313,0.6089816528184077,0.8141698146779448,1.9275451800371097,0.969279688619634
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,100,300,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5462662413257864,0.5727503554072868,0.33309491921043616,0.9072180134680135,1.7442953090735784,0.5816361082754525
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,100,300,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6226700346324623,0.9505109388954347,0.44807395087781626,0.9090539541759054,2.1744240168621864,0.965120411995412
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,100,300,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5513380092582089,0.5842422891245179,0.3485731024331881,0.8426978114478116,1.7786679916162451,0.7653517551058536
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4760517384812293,0.5283236518537653,0.31117001900208247,0.7903212340204209,0.9653254755017868,0.9238788238788238
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4607134797072608,0.6228021128578108,0.3456326331534149,0.9006663860830526,2.2354891968863133,0.9959051424269704
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7623703569065791,0.7947957764549775,0.4862648966466359,0.7347196559086804,1.4268903552409544,0.9635620779746464
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5323011636597922,0.5737886582519064,0.32822858824531687,0.8802258698092033,1.6155352833488978,0.4990942028985508
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.8541867666068671,1.43784344091176,0.6401545505891321,0.8133879444855054,2.218079264090195,0.9413277046439732
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7344928342740832,0.815230948133665,0.4873569232906237,0.8621703142536475,2.458724968716189,0.7431768527732977
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,100,300,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.20743257622110473,0.2728760539474529,0.13369799901305873,0.9297926760833266,0.8845565405215838,1.0
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,100,300,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6336533053918149,0.761065521281655,0.35106340550635706,0.8688988461854315,2.0417054917528388,0.8123646967720154
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,100,300,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.2953069663216807,0.34761861476186895,0.17199728844593354,0.9147797418630751,0.9151399596246802,0.9945945945945946
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6314112288450865,0.675745952618787,0.604017108533751,0.06907746160794936,0.2526055895739052,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.1282891887311248,1.398097295112787,1.1006591443492255,0.6273358585858586,4.0496332236587,0.8212105102929353
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.9306965725898922,0.9578170349440657,0.8252444947685706,0.07643405600722664,0.37842828025208225,0.7986167935187544
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.3665583956454364,1.6305106667915736,0.9587471821387812,0.8170244107744108,4.6566242320795865,0.45522714720908386
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.2071536858285803,1.3697812240948644,0.8467947013918775,0.7469837261503928,4.545366961792737,0.34370787886610876
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.773951705458095,1.9400618564703116,1.1519169167070678,0.7871773288439956,5.238350670991587,0.4798810075735781
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6612582563963604,0.6869961836004848,0.6150422717016292,0.061501704032191684,0.2510357711458804,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0944450290408327,1.3914567724062725,1.0917508080563116,0.6121843434343435,3.860994132633413,0.8212105102929353
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.003146996198452,1.0920979305049165,0.9313679888567677,0.07264617721934785,0.42769459354135886,0.7986167935187544
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5539127160238843,0.5779363783713427,0.3481671133638655,0.9123952944074895,1.4858304298780773,0.9356028159306848
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6762585240937042,0.9288535098701243,0.5081065232256405,0.853970258136925,2.7969192132179503,0.9588478085047406
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7476692225860226,0.8285010669562959,0.482266933508226,0.8738289055870356,1.8569445572472985,0.969279688619634
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,200,600,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5672346714341644,0.5889316466569199,0.34397503414812836,0.921422558922559,1.8248701678372983,0.5816361082754525
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,200,600,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6355915913598396,0.9622671982987703,0.45403852799717564,0.9374630450849963,2.2748679652806247,0.965120411995412
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,200,600,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5154856455032802,0.5489009848865672,0.3219108968265751,0.916561447811448,1.8608306400316361,0.7653517551058536
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4234044068725002,0.4586084137329432,0.2723132133597925,0.8840712340204209,1.12578170488339,0.9238788238788238
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4527785560242068,0.612868248960836,0.34060998204241055,0.9063482042648707,2.240731902875913,0.9959051424269704
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5929202778679669,0.6235630018372968,0.3733922723566825,0.8568787468177712,1.3530334316426627,0.9635620779746464
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4646800540388265,0.505346083490965,0.2941331393732939,0.9569304152637487,1.9425103962229688,0.4990942028985508
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7661638386793934,1.1672573671209612,0.5590324505913473,0.8531606717582327,2.2749654738503398,0.9413277046439732
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,200,200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6359181170143448,0.6800998014786543,0.4094065280291366,0.9218294051627385,2.5336804000559825,0.7431768527732977
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,200,600,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.2027722153218931,0.25818978633161466,0.13085235647429802,0.941156312446963,0.9167933453501633,1.0
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,200,600,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6323328281961119,0.7486746294912223,0.34545255796256963,0.9058306643672496,2.116113467320195,0.8123646967720154
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,200,600,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.23746859169172585,0.285385732726491,0.1457999255027112,0.940347923681257,0.9484913474871897,0.9945945945945946
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6232045859966867,0.6707335101703562,0.5890105004151585,0.05203200706249478,0.22106581290339905,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0829205503630557,1.3515524228861973,1.0671265656158302,0.6216540404040404,3.7692628278944227,0.8212105102929353
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.8239941579361306,0.9163434608154545,0.7639681865430504,0.05370678327995393,0.3160576748771849,0.7986167935187544
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.348796822565627,1.6184161202431668,0.9349274210030624,0.7999789562289562,4.075208402897042,0.45522714720908386
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.1586138969393245,1.3241790386985084,0.8209963330766495,0.7413019079685745,4.230675170317277,0.34370787886610876
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.5705718542518043,1.8560569825925868,1.0663844272620724,0.7644500561167229,4.374992619901674,0.4798810075735781
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6246913041550833,0.6712436629975699,0.5903043479924407,0.04161534039582804,0.22933326861602396,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0481582251419215,1.3309916450507508,1.0415933510684443,0.6320707070707071,3.825096646640414,0.8212105102929353
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.9199924595103278,1.0154542397616817,0.8580165924983062,0.04139617721934785,0.35500749967762163,0.7986167935187544
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.49102959337643415,0.5379693677188048,0.3168842019740799,0.8953498398620349,1.326733329561374,0.9356028159306848
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6269661332252535,0.8518185023651307,0.46581943677709137,0.8937429854096522,2.811982706289893,0.9588478085047406
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6636802202304221,0.7618536229121801,0.4380342188694735,0.8368970874052175,1.5125069483253606,0.969279688619634
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,400,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5374788976926839,0.5625261960540652,0.3293650614124449,0.9157407407407407,1.7930621456977354,0.5816361082754525
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,400,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6385305269184776,0.9699878112765484,0.4585534308232197,0.8721221359940873,2.2352163495769264,0.965120411995412
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,400,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5092298358431272,0.5451250603355707,0.31960549678510874,0.8995159932659934,1.8283958163168894,0.7653517551058536
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.3852210412624977,0.4413425167909587,0.25458056466534323,0.8585030522022391,1.0107158869834265,0.9238788238788238
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.436729924321915,0.599891027513558,0.33382220397713597,0.9290754769921434,2.246200672965148,0.9959051424269704
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.48860759982013435,0.5401242247802933,0.31780136501061734,0.8142651104541349,1.0963298051691952,0.9635620779746464
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.46268845927561836,0.5064921752372189,0.2880882131989196,0.9114758698092033,1.6613460861266147,0.4990942028985508
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7555947983637252,1.1547064884226368,0.5539294931036665,0.8560015808491418,2.2153086818096503,0.9413277046439732
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,400,400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5335164674141636,0.6100512618997801,0.35854456948021063,0.8678521324354657,1.9470895734043001,0.7431768527732977
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,400,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.1867342826032893,0.24152435541964595,0.12243613780837519,0.941156312446963,0.880073050020131,1.0
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,400,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6365521791499578,0.7388135910478736,0.3467291633770708,0.8490124825490678,2.0313568404686144,0.8123646967720154
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,400,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.23273239842227733,0.29261861287694674,0.14597562125650196,0.9176206509539843,0.910501453064028,0.9945945945945946
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6225245146788407,0.6627887723396512,0.5872990336455445,0.046350188880676546,0.22831913814162585,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.075822932898024,1.3502034966553695,1.06373858946761,0.6131313131313131,3.754682188824218,0.8212105102929353
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7369602587710646,0.8328314777620246,0.694605844440559,0.05086587418904487,0.31463703689998657,0.7986167935187544
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.3473249495190547,1.599246224030507,0.9322108357946155,0.794297138047138,4.208918864824883,0.45522714720908386
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.151020174364397,1.322857432662837,0.8183897856586918,0.7327791806958472,4.2143096499229005,0.34370787886610876
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.4046811242291315,1.6869031599216255,0.969565053419791,0.7616091470258138,4.355327599369552,0.4798810075735781
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.623633809927761,0.6531001362704769,0.5841607452930255,0.05013806766855533,0.23377056322315326,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0443426301895924,1.3380278831563652,1.0461702587347688,0.6008207070707071,3.763071173923284,0.8212105102929353
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7894340351254897,0.8645076773235977,0.7351232825198076,0.06980526812843868,0.3254818701337504,0.7986167935187544
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.47620777191791497,0.5030585875152754,0.30213060042884293,0.9095543853165804,1.305860060269957,0.9356028159306848
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6157422763831194,0.8386780709680598,0.45789166920140517,0.8766975308641977,2.715915647265541,0.9588478085047406
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.585874335161612,0.6614551176056835,0.3827991523161089,0.8709879964961266,1.4321493636093114,0.969279688619634
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,800,2400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5792207574122483,0.6010082650299506,0.3490553856644893,0.9043771043771044,1.7601058447085893,0.5816361082754525
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,800,2400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6317256681325353,0.9559472751698382,0.4525857732432295,0.8891675905395418,2.194133299014921,0.965120411995412
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,800,2400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5091708836011151,0.5451634905485858,0.3204104460606116,0.885311447811448,1.79479008603341,0.7653517551058536
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.39049145153725223,0.4266771125120347,0.25234485779412164,0.8670257794749664,1.0332533227049048,0.9238788238788238
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4366886782670433,0.601676540629607,0.33444432865803336,0.914870931537598,2.217691716316821,0.9959051424269704
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4394215109999419,0.5019671303843454,0.29448663329180114,0.8142651104541349,1.0828447271094346,0.9635620779746464
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.46715568192287427,0.4933041096521411,0.2868582475229406,0.9256804152637487,1.7270643925170115,0.4990942028985508
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7505972882614538,1.1508447177457741,0.5515416351759151,0.8474788535764145,2.1981477559917146,0.9413277046439732
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,800,800,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4641120599635426,0.5202619007742312,0.3069017958862248,0.9133066778900112,1.8586825522989856,0.7431768527732977
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,800,2400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.19656932934900245,0.2542623008609995,0.12762989821932585,0.9383154033560539,0.8887029496678291,1.0
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,800,2400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.63075479935529,0.7423064475205992,0.34554056689703055,0.8603761189127042,2.0512761024906796,0.8123646967720154
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,800,2400,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.22220164546391039,0.2757433122453941,0.1398852158927322,0.9318251964085297,0.9194297302892493,0.9945945945945946
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6218535381215481,0.6614456268054748,0.5874480111459276,0.040668370698858425,0.23026411383632678,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0666490090965115,1.351548256526795,1.0585904541181264,0.6216540404040404,3.746352853747691,0.8212105102929353
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6996471615231042,0.7913976818314933,0.6617466748782068,0.06222951055268122,0.2999664853375066,0.7986167935187544
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.3458727601917813,1.5960053416958948,0.9324473055181985,0.7886153198653199,4.244773261261745,0.45522714720908386
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.1412050170083643,1.3241749567215946,0.8144290556194493,0.7413019079685745,4.204960683638902,0.34370787886610876
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.3335605953173846,1.6029788569274814,0.9236986059272402,0.7729727833894502,4.1522521485339485,0.4798810075735781
