figure,dimension,device,device_label,model,model_label,train_N_per_device,train_N_total,seed,n_test_cases,evidence_level,mae_zbottom_mm,rmse_zbottom_mm,crps_zbottom_mm,cov90_zbottom,width90_zbottom_mm,auroc_fail_tau_1mm
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,400,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4721216705240134,0.5102633740314018,0.29635352542687216,0.9364478114478116,1.811795411638231,0.7653517551058536
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,400,400,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.41563729824072737,0.4518005532900516,0.264305413794593,0.8698666885658755,1.0118457596812012,0.9238788238788238
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,400,400,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4566840864285629,0.6131516772590557,0.34381497253756416,0.8694163860830526,2.1777666502994326,0.9959051424269704
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,400,400,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4893144048694665,0.5617373133594721,0.32046355618425915,0.8341514740904985,1.1524392170817304,0.9635620779746464
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,400,400,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4937287808024333,0.5203385778499312,0.29981509775612514,0.9256804152637487,1.7127789385112386,0.4990942028985508
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,400,400,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7412832183037923,1.1294754023634017,0.5397953248778133,0.8616833990309599,2.2506152381230318,0.9413277046439732
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,400,400,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.48912705558103015,0.5427501456665844,0.32081375621653363,0.9473975869809202,2.1019013089687304,0.7431768527732977
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,400,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.2175074890487219,0.2924438875793342,0.13974639099349953,0.9184290397196903,0.9014538829197756,1.0
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,400,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6042285351472939,0.7160664224971208,0.32867045905313874,0.9171943007308859,2.0807074042253566,0.8123646967720154
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,400,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.21098055527826162,0.2653075625220292,0.13642300479754113,0.9375070145903479,0.9326215252812152,0.9945945945945946
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6369376369230889,0.6825952133630024,0.5940731306652612,0.04919109797158572,0.22716356953684536,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.992235169524354,1.2611822256173553,0.9840639131351714,0.6358585858585859,3.867186545509225,0.8212105102929353
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.742632034411733,0.8005123649875019,0.6872944343336225,0.08211587418904487,0.3117996491427332,0.7986167935187544
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.3785191575257258,1.6470372810610343,0.9429632571042601,0.7971380471380471,4.187616688669842,0.45522714720908386
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0615898424473031,1.2356391353102947,0.7570918860320887,0.7555064534231201,4.340586168731132,0.34370787886610876
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.4154917969736769,1.6214406805113741,0.9593594270380906,0.7928591470258138,4.316051380234526,0.4798810075735781
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6624636835855643,0.6870858536525514,0.6102150153119531,0.03877443130491898,0.22535783163007725,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0105407225520349,1.2844908084355444,1.0033974033049375,0.6349116161616162,3.856638969771018,0.8212105102929353
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7404066939542833,0.8571379743485047,0.7085037235588547,0.06128254085571139,0.31435317898425924,0.7986167935187544
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5098286592488649,0.5338575581611724,0.31835292615099253,0.8953498398620349,1.2557692909596703,0.9356028159306848
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6191485031770011,0.836647651629513,0.4595064191892343,0.8965838945005613,2.7228062585140362,0.9588478085047406
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5739612273572158,0.6505170413240975,0.37461184169601935,0.8653061783143084,1.4160318208988414,0.969279688619634
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,800,2400,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5327879888080076,0.5818320751473671,0.3344974563126105,0.9072180134680135,1.802997290615724,0.5816361082754525
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,800,2400,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6033025585289644,0.9358312633080718,0.4377273605548484,0.8891675905395418,2.247601418554813,0.965120411995412
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,800,2400,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4843843010382474,0.5208692355335314,0.3032026176069162,0.9392887205387207,1.8385267409176558,0.7653517551058536
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.40838585227808055,0.44317396540549464,0.259024491821292,0.8585030522022391,0.9844915035982154,0.9238788238788238
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4471589383208627,0.6099921674486448,0.34101315717361164,0.883620931537598,2.1969665507930736,0.9959051424269704
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4678136300295236,0.5368100134910198,0.3063558677118565,0.8199469286359531,1.0673213472639782,0.9635620779746464
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4951791174268568,0.5179830327793139,0.29978559269847066,0.9199985970819304,1.6687088545370552,0.4990942028985508
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7342688525294644,1.1230751390271048,0.5367161417256571,0.8588424899400509,2.2299946947360385,0.9413277046439732
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,800,800,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4207823721191545,0.46754134968438854,0.2756045789269099,0.9445566778900112,1.787040158545261,0.7431768527732977
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,800,2400,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.21265379729236766,0.27337589959880976,0.13530410989961064,0.9212699488105993,0.9004820449651163,1.0
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,800,2400,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6043299711650407,0.7143906765785011,0.32801199711872986,0.9257170280036132,2.078464238527942,0.8123646967720154
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,800,2400,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.2174424369094808,0.27262056629439724,0.1393379325235388,0.940347923681257,0.9316160861647239,0.9945945945945946
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6342582657700142,0.6727792596195691,0.5891936601761124,0.05203200706249478,0.22862485943213437,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.981507536637721,1.2501862688531813,0.9747281165736013,0.6358585858585859,3.8409850033242923,0.8212105102929353
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.687579170705479,0.7477297599685013,0.6387151328354373,0.09063860146177216,0.3027051216600109,0.7986167935187544
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.3727202154464384,1.6233523189515686,0.9352181477096652,0.7999789562289562,4.214554643399878,0.45522714720908386
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0501123757582194,1.2248658828555654,0.7499093689901898,0.7555064534231201,4.31117717843057,0.34370787886610876
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.310558433793564,1.5145293238048385,0.8915500450278956,0.8013818742985411,4.190161412101767,0.4798810075735781
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6629881466791357,0.6816974273219585,0.6066509645761715,0.05581988585037356,0.22780879350002375,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0064677542744902,1.27455225175996,0.9960763079691278,0.6377525252525252,3.820175787589892,0.8212105102929353
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6782453979082745,0.7775011841311268,0.6464004461121918,0.07548708631025691,0.3006734648262004,0.7986167935187544
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4853634802055048,0.5080405320396311,0.30268318848004505,0.9038725671347622,1.2273578940206318,0.9356028159306848
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6124888893225614,0.8285878313525492,0.4550155291854631,0.8937429854096522,2.678970194512352,0.9588478085047406
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5345459313515574,0.6035232100907415,0.3482662604636193,0.8823516328597629,1.3682301523678513,0.969279688619634
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,1200,3600,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5349309158051583,0.5859118146330621,0.3363120268666764,0.9072180134680135,1.803207987634895,0.5816361082754525
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,1200,3600,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6010000837952243,0.9310491016575096,0.4352721160842845,0.9033721359940873,2.247864071705563,0.965120411995412
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,1200,3600,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4869275899797911,0.5234059800606964,0.3048428898556426,0.9364478114478116,1.838741589883871,0.7653517551058536
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.40589156619495165,0.4376725906173396,0.2565616581187162,0.8783894158386027,1.0055141311809763,0.9238788238788238
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4441480245546366,0.6095035988348217,0.3406110511523255,0.8694163860830526,2.1733411144853063,0.9959051424269704
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4388912689844891,0.49320141264979056,0.28692590799606227,0.8313105649995894,1.0368641971158912,0.9635620779746464
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4858280410163295,0.5131518897455344,0.296312053711657,0.9313622334455669,1.6997119632336855,0.4990942028985508
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7315470067116941,1.1174707200100873,0.5339168880206457,0.8588424899400509,2.2148175809840907,0.9413277046439732
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,1200,1200,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4054654384518674,0.4500845719170403,0.2655179681929906,0.941715768799102,1.7279103063206784,0.7431768527732977
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,1200,3600,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.20715399126589096,0.26387222281208556,0.13211284707431042,0.9297926760833266,0.901991409800496,1.0
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,1200,3600,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5999727621791444,0.7118684712108562,0.3258976911787567,0.9370806643672496,2.081948106808014,0.8123646967720154
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,1200,3600,20260604,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.21268503672295377,0.2688400935882508,0.1377583393376299,0.940347923681257,0.9331776370789184,0.9945945945945946
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6897930909392253,0.7453820361973761,0.645805823852449,0.0,0.1909004628398277,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.2759310983863645,1.7183028583467546,1.2709923272086663,0.6642676767676767,4.3880748169842585,0.8212105102929353
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.7824756564784325,1.7818298742164693,1.609222648460498,0.0,0.5232583834675297,0.7986167935187544
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.4929138042182124,1.7985359085683932,1.0250777752477391,0.731797138047138,3.5191292586780554,0.45522714720908386
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.3651153832401515,1.6835015709561505,0.9778409362386064,0.7839155443322109,4.925238706179666,0.34370787886610876
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,3.397482943284446,3.609102832346825,2.246232241791134,0.6479727833894502,7.243144995171184,0.4798810075735781
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.8272517246547401,0.9305177412037188,0.8029786331766945,0.0,0.21950633521819937,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.9593240695255643,4.5679700831623595,2.2488222922573695,0.5269570707070707,4.120200159589229,0.8212105102929353
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,2.2486908828184693,2.297346920298367,2.149224729948361,0.0,0.544002735828683,0.7986167935187544
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.721515245894364,0.8021943528298887,0.48134080839601107,0.7334180216802167,1.1391905411821228,0.9356028159306848
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.8424837853482356,1.3852852004527074,0.6418693279257297,0.8710157126823795,3.258089954288478,0.9588478085047406
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.9393632893415778,2.076771788763303,1.3167021493928959,0.6153061783143084,2.7600429878390242,0.969279688619634
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,50,150,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.478473527045276,0.5126015553266322,0.30312250164382654,0.9157407407407407,1.7639448280415628,0.5816361082754525
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,50,150,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6767523655378274,1.0416275169136255,0.49465176187409304,0.7897357723577236,2.1989189436911,0.965120411995412
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,50,150,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5206553902183858,0.5535547617013934,0.3263511291615455,0.8796296296296298,1.7987047194897912,0.7653517551058536
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5451070565978798,0.6316561113473703,0.361101241623171,0.7704348703840572,0.881545216704762,0.9238788238788238
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6913640358549052,1.0896772770454541,0.5117964635514927,0.8864618406285071,2.471555128963064,0.9959051424269704
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.6990870211452684,1.7491239875753828,1.1339407179612147,0.5557423831814076,2.390718332084115,0.9635620779746464
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5800207538397444,0.6606185441223926,0.36378134299065623,0.8773849607182941,1.6725757650525186,0.4990942028985508
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.1280229111635987,2.6536726498997196,0.892270253597075,0.8446379444855054,2.511143388905527,0.9413277046439732
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,50,50,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0705426111380743,1.1728242005681078,0.7024787241614333,0.8621703142536475,3.5556450942609836,0.7431768527732977
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,50,150,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.26673300989033816,0.3611072857443338,0.1660286261836635,0.9013835851742357,0.9633716526627487,1.0
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,50,150,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6798632303423136,0.8039213467148478,0.37155057155937077,0.9058306643672496,2.223624046328046,0.8123646967720154
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,50,150,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.429294602784421,0.48442002744717255,0.24106228298104396,0.8238706509539843,0.9966800932832367,0.9945945945945946
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6697542170467026,0.7140295374331179,0.634711389897056,0.009418370698858425,0.21708765499738017,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.233119947184436,1.6075597824168377,1.2324645670362853,0.5875631313131313,3.849636232941938,0.8212105102929353
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0857568807985438,1.0729703767264267,0.9461044296538527,0.02529769237086299,0.36834074772585823,0.7986167935187544
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.4495438258172966,1.7228853131522017,1.007467748740413,0.7573653198653199,4.001873578693611,0.45522714720908386
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.3193118432575592,1.5750014067418463,0.9481995133349163,0.7072109988776655,4.320887443807987,0.34370787886610876
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,2.069503989947708,2.1733053652893983,1.3206191672873804,0.736040965207632,5.098715142848195,0.4798810075735781
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7371771522162018,0.7802530455956544,0.6928030045269696,0.0,0.21345225958386735,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.2804773604625261,2.3404079845264816,1.337039174939228,0.5752525252525252,3.779416827152134,0.8212105102929353
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.2329056664492029,1.3225096606544642,1.144539405843698,0.010146177219347852,0.43467707414006757,0.7986167935187544
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,100,100,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6350169529361939,0.6767531944672008,0.40398799220704157,0.8271680216802167,1.3185332087378416,0.9356028159306848
