dataset,split_mode,model,n_folds,mae_norm_mean,mae_norm_std,rmse_norm_mean,rmse_norm_std,psnr_norm_mean,psnr_norm_std,ssim_norm_mean,ssim_norm_std,mae_kpa_mean,mae_kpa_std,rmse_kpa_mean,rmse_kpa_std,spearman_pixel_mean,spearman_pixel_std,n_eval_samples_mean,n_eval_samples_std,train_count_mean,train_count_std,val_count_mean,val_count_std,test_count_mean,test_count_std,crps_norm_mean,crps_norm_std,cov50_mean,cov50_std,width50_norm_mean,width50_norm_std,cov80_mean,cov80_std,width80_norm_mean,width80_norm_std,cov90_mean,cov90_std,width90_norm_mean,width90_norm_std,cov95_mean,cov95_std,width95_norm_mean,width95_norm_std,uncertainty_error_spearman_mean,uncertainty_error_spearman_std,failure_auroc_top10_abs_error_mean,failure_auroc_top10_abs_error_std,uce_mean,uce_std,ence_mean,ence_std,ause_abs_error_mean,ause_abs_error_std,pit_mean_mean,pit_mean_std,posterior_std_norm_mean_mean,posterior_std_norm_mean_std,calibration_target_coverage_mean,calibration_target_coverage_std,calibration_scale_90_mean,calibration_scale_90_std,residual_scale_mean,residual_scale_std
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,unet_canonical_bxyz,5,0.07557345926761624,0.005469881205741705,0.1579128044395845,0.012151922046708005,16.05609026492286,0.6432878900777028,0.39654456644247355,0.020194578210722264,3.004097414016724,0.3097464606929876,9.817163530027038,1.183956624489224,0.5284332423847242,0.03514918632756084,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.07557346075773237,0.005469883851314665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.5,0.0,0.15587267875320193,0.011505658306239655,,,0.0591256674897341,0.006092841912684514,0.11061864942312236,0.00942846541886078,0.0,0.0,,,,,,
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,prior_init_diffusion_unet,5,0.0779878348112106,0.006100425065067523,0.1584567959082992,0.012014515114300916,16.025540055341416,0.6345019377342281,0.24751472061571594,0.030052617834632055,3.021974802017212,0.3134054760511831,9.837911630701562,1.1738444629366702,0.5166614691328036,0.037097190585420985,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.07313059419393539,0.006014867472257814,0.012645251955836979,0.014153204407997555,0.011546873115003058,0.0004182373493942997,0.02651208732277152,0.026290158410061763,0.021554446592926924,0.0007638952883946764,0.04654494076967234,0.0388969350883523,0.0271396923810243,0.0009394475923197178,0.07535036504268644,0.05153502958947293,0.03126857802271838,0.0010545792987904613,0.6400862065400694,0.03864060155186781,0.8416078730261856,0.02114175011510087,0.12452281970607104,0.01355895726486343,13.557065479939277,1.864224227423983,0.013556399512229178,0.002753087119557709,0.12421016395092008,0.007758027862067062,0.00877099074423308,0.0002937234073722665,,,,,,
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,prior_init_diffusion_unet_calibrated90,5,0.0779878348112106,0.006100421560198334,0.1584567959082992,0.012014515114300916,16.025540055341416,0.6345019377342281,0.24751470421011054,0.030052644668610986,3.0219748973846436,0.31340561471248585,9.837911630701562,1.1738444629366702,0.5166614699347136,0.03709718868971263,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.06546468511223791,0.005782282990369827,0.8164849519729614,0.01006636184442887,0.14806898534297935,0.010331584091834071,0.8810680150985718,0.010436155198081712,0.2764076173305511,0.01933138697749245,0.90712890625,0.010602310917555188,0.3480346500873565,0.024287718648317056,0.9226011395454407,0.010370638955844239,0.40098329186439513,0.027860892629322013,0.6400861957185849,0.038640606965897446,0.8416078725465794,0.021141750333627054,0.031615318584183545,0.0071154839981913045,0.2674913213804393,0.06686282673877512,0.0135563993441703,0.002753087179877743,0.4328725814819336,0.005679014978365826,0.11247456520795815,0.007742164731673361,0.9,0.0,12.808833694458007,0.4797047902596523,,
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,residual_likelihood_guided_diffusion,5,0.0779984891414642,0.006095968197579687,0.15847796832961478,0.012003040906632725,16.024333400778414,0.6339230955743445,0.24736453141623108,0.029675849179530474,3.02211709022522,0.3134349960501328,9.8377494057685,1.17491952783144,0.5164596150593856,0.03704360685088587,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.07313352823257441,0.0060112696002731355,0.012690793536603401,0.014151011572220182,0.011568489484488919,0.0004225958463011411,0.02666813768446442,0.02629422070003114,0.021591728180646842,0.0007755928974693753,0.04660568237304684,0.038660722295984835,0.0271802399307489,0.0009536957550686058,0.07523463368415831,0.0513934434064948,0.031308133155107436,0.0010731528004799477,0.6400544312155817,0.04025733828477918,0.8420875111493571,0.021203966675549794,0.12431431543457076,0.013631904076948658,13.486288120837429,1.8916391367235033,0.01343242030801398,0.0027285594776662934,0.12418272197246549,0.007713705604073785,0.008783947303891121,0.00029889554433509976,,,,,,
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,residual_likelihood_guided_diffusion_calibrated90,5,0.07799848616123196,0.006095963195263944,0.15847796957369148,0.012003039999010043,16.024333328735338,0.6339230447879809,0.24736453547464823,0.029675882426137605,3.022116994857788,0.31343489467610947,9.837749539733815,1.1749197048322235,0.5164596102719814,0.03704360723136121,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.06551179885864253,0.005784557852166504,0.8166118383407592,0.009645138896107536,0.14862025678157803,0.010345413012925127,0.8810288071632385,0.01001656580223711,0.27739204764366143,0.01929789452961612,0.9072741627693176,0.010599338838239549,0.3491845607757568,0.024121810758087878,0.9228191137313843,0.010251447024129086,0.402210658788681,0.027589983352729233,0.6400544197015432,0.040257343154999695,0.8420875116926727,0.021203966681885216,0.03175235503790086,0.006787836936295261,0.2669729273758182,0.0630876155141534,0.01343241422501692,0.0027285594610117906,0.4330715537071228,0.005621832908692203,0.11284566819667811,0.007710265211651386,0.9,0.0,12.832180595397949,0.4629499202123028,,
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,explicit_residual_likelihood_guided_diffusion,5,0.08600564002990718,0.0112702304691201,0.1603304726036039,0.012552355778077872,15.924762262224238,0.6503261466258294,0.23660591097029213,0.08451042289235172,3.1311309814453123,0.350392992500091,9.919007126817839,1.1984491671417867,0.5203834570035978,0.03331760315019106,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.05925540328025812,0.008337098953366697,0.6228464007377624,0.14164430063625588,0.04486888274550434,0.010094925745533608,0.7664562463760376,0.049255827556140656,0.11563135832548137,0.022048399003819122,0.8274270296096802,0.02483366924244854,0.17740736007690427,0.034309510105487315,0.8612221360206604,0.018385677844373054,0.23275569081306458,0.04313899552907989,0.791648830074934,0.03626879915195554,0.7829880880941216,0.02375012814461802,0.07774665774208862,0.014679790154182321,1.7209747534889352,0.37114794681880114,0.018661201764605,0.0032325356976088066,0.45618692636489866,0.10991348838860947,0.06928788200020786,0.01251686306730959,,,,,0.7384274005889893,0.019836767973435664
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,explicit_residual_likelihood_guided_diffusion_calibrated90,5,0.08600563853979107,0.011270230678252483,0.16033047462196848,0.012552359675646958,15.924762167239589,0.6503263289008254,0.2366059041340262,0.08451042563153886,3.1311310291290284,0.3503929646963276,9.919007126817839,1.1984491671417867,0.520383456285627,0.03331760394752624,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.059558454900979975,0.0070540155529198205,0.6353130102157593,0.12425293007966377,0.07746128439903255,0.020274135609220513,0.8406118512153625,0.044192465431820135,0.19760565757751464,0.03695287693625512,0.9039337754249572,0.011588495578841866,0.3021480947732925,0.05102361545460726,0.9338474035263061,0.004321792743169825,0.3960820257663727,0.06142873504987475,0.791648827103309,0.036268798279092546,0.7829880890770122,0.023750126966486967,0.032749339479086745,0.008489171909084206,0.6145309543377462,0.16478356645959957,0.0186612016108466,0.003232535579501732,0.5513890266418457,0.08658416500895522,0.11788488775491712,0.01751913596490604,0.9,0.0,1.7141119241714478,0.1484918937186836,0.7384274005889893,0.019836767973435664
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,explicit_residual_target_diffusion,5,0.08637344092130654,0.011743789483601039,0.160719135621368,0.012841907671718788,15.90475208378059,0.6632662634880377,0.24058263233522523,0.08829556831616436,3.139879083633423,0.3536530883800043,9.912019014749863,1.1927416024609392,0.5180496179254888,0.033936788010673666,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.05962310433387752,0.00863487963339642,0.6196354746818542,0.14642561643822527,0.04484283998608581,0.010257080615322742,0.7637648940086365,0.05058329316621374,0.11535834670066832,0.021552585982653912,0.8264941334724426,0.02537224116401514,0.1769205808639526,0.0340473396969176,0.8599636316299438,0.01936158554232161,0.23135146796703338,0.04324577725907728,0.7943789569916272,0.042738304456503694,0.7799718924256202,0.03648589969104492,0.07792264862880278,0.014381192673950544,1.7408592481252771,0.3142824750556115,0.018744531033225757,0.004078556653613173,0.4556232035160065,0.11058544222742997,0.06878794878721234,0.012499879759786567,,,,,0.7384274005889893,0.019836767973435664
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,explicit_residual_target_diffusion_calibrated90,5,0.08637344241142267,0.0117437876456652,0.160719135621368,0.012841907671718788,15.90475208378059,0.6632662634880377,0.24058264188665465,0.08829556029544006,3.139879083633423,0.3536530883800043,9.912019148192547,1.1927417728184135,0.5180496172380546,0.03393678814409907,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.05981088504195211,0.007258288852106976,0.6245361924171448,0.12216595902569488,0.07675667926669119,0.019887063683656146,0.8374804615974426,0.04172601885015606,0.19529592394828796,0.03371958098089155,0.900514280796051,0.012196890834533234,0.29838922917842864,0.04605113036029784,0.9314292907714844,0.007952978202358758,0.38989612460136414,0.055656519910489775,0.7943789613090632,0.042738306997151594,0.7799718917838694,0.03648590163271114,0.034012655338827504,0.00835787991659171,0.6447823854982829,0.13806671833868608,0.01874453103427226,0.0040785566298849555,0.5479292273521423,0.09091605880280011,0.11594611704349514,0.01592509748502582,0.9,0.0,1.7021201848983765,0.15564985703235457,0.7384274005889893,0.019836767973435664
method2b_512_full_comsol_recalibrated_9model,fig3_true_ood,srcnn_bz_single_channel,5,0.11735312938690179,0.0038497252697309694,0.2041376195776607,0.007451503676005466,13.807418637574404,0.32087841908825593,0.15734128262131258,0.008524354889539407,3.8774742126464843,0.2411443902270267,11.841012644900701,1.0603834559135403,0.348537088710179,0.037956590916533375,48.8,14.4,230.0,0.0,38.0,0.0,48.8,14.4,0.11735312491655343,0.0038497259067035356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.5,0.0,0.20204613593304205,0.007690884830826711,,,0.08542852107213421,0.00560405645920152,0.1374327450990677,0.006784563850967684,0.0,0.0,,,,,,
