volume_frac,surface_area_norm,sphericity,elongation,flatness,compactness_3d,z_extent,x_extent,y_extent,surface_roughness,centroid_z,sample_id,geometry_id,source_geometry_type
0.00830078125,0.38309754211290553,0.5175123737228731,1.0189454996911562,0.08695162427631799,0.13859967589366734,0.08333333333333333,0.359375,0.34375,0.3506164488842467,0.10869565217391304,shallow_lesion,shallow_lesion,simulated_3d_lesion
0.025227864583333332,0.5643177029653339,0.7371356985434235,1.0179877062613731,0.2231111034179405,0.4005367154424612,0.20833333333333334,0.390625,0.390625,0.3100556686443336,0.2608695652173913,mid_depth_lesion,mid_depth_lesion,simulated_3d_lesion
0.03558349609375,0.6863830962856224,0.7622251749062724,1.010117586915274,0.2494944642077717,0.4428430832949967,0.25,0.421875,0.4375,0.3001509129399206,0.5434782608695652,deep_lesion,deep_lesion,simulated_3d_lesion
0.03875732421875,0.7502326866377733,0.738228260492239,1.0173592014148145,0.2346770435731851,0.40232034949021356,0.25,0.46875,0.46875,0.3134287802175573,0.2826086956521739,irregular_boundary,irregular_boundary,simulated_3d_lesion
0.059651692708333336,0.9305138829261994,0.7934321279221405,1.0097406571721796,0.29764993553685987,0.4994929309572977,0.3333333333333333,0.484375,0.484375,0.2814651622800671,0.41304347826086957,low_contrast_ambiguous,low_contrast_ambiguous,simulated_3d_lesion
0.027364095052083332,0.6079795551914371,0.7222971081266272,1.009353233865391,0.21477187992939445,0.3768318723641048,0.20833333333333334,0.40625,0.421875,0.31405378786560445,0.8260869565217391,ood_deep,ood_deep,simulated_3d_lesion
