case_id,config_id,seed_id,operator,method,depth_group,n_modes,mode_1_mm,mode_2_mm,mode_1_weight,mode_2_weight,valley_ratio,hdi90_components,multimodal_flag,q05_mm,q95_mm
eval_001,ood_deep_1400,20260531,MMP,op_conditioned_diffusion_ours,ood_deep,1,12.895791583166332,,0.9921875,,1.0,1,False,12.209887409210205,13.39867434501648
eval_001,ood_deep_1400,20260532,MMP,op_conditioned_diffusion_ours,ood_deep,1,13.40681362725451,,0.9296875,,1.0,1,False,12.50262656211853,13.911863040924072
eval_001,ood_deep_1400,20260533,MMP,op_conditioned_diffusion_ours,ood_deep,1,13.46693386773547,,0.96875,,1.0,1,False,12.701288270950318,14.055110931396484
eval_001,ood_deep_1400,20260531,PIEZO,direct_scalar_regression,ood_deep,1,13.737474949899799,,0.3828125,,1.0,1,False,8.035118317604065,14.533117294311523
eval_001,ood_deep_1400,20260532,PIEZO,direct_scalar_regression,ood_deep,1,13.527054108216433,,0.265625,,1.0,1,False,8.411809206008911,14.501190185546875
eval_001,ood_deep_1400,20260533,PIEZO,direct_scalar_regression,ood_deep,1,14.188376753507013,,0.3515625,,1.0,1,False,8.69884376525879,14.581182479858398
eval_001,ood_deep_1400,20260531,PIEZO,unet_3d,ood_deep,1,15.0,,0.6640625,,1.0,1,False,13.209668731689453,15.0
eval_001,ood_deep_1400,20260532,PIEZO,unet_3d,ood_deep,1,15.0,,0.6953125,,1.0,1,False,13.034704542160034,15.0
eval_001,ood_deep_1400,20260533,PIEZO,unet_3d,ood_deep,1,13.617234468937875,,0.3203125,,1.0,1,False,12.998508644104003,15.0
eval_001,ood_deep_1400,20260531,PIEZO,kernel_gp,ood_deep,1,14.458917835671341,,0.6328125,,1.0,1,False,11.730189657211303,14.563263893127441
eval_001,ood_deep_1400,20260532,PIEZO,kernel_gp,ood_deep,1,14.609218436873746,,0.71875,,1.0,1,False,12.362981033325195,14.683842658996582
eval_001,ood_deep_1400,20260533,PIEZO,kernel_gp,ood_deep,1,14.579158316633267,,0.6328125,,1.0,1,False,12.274208259582519,14.642792701721191
eval_001,ood_deep_1400,20260531,PIEZO,vanilla_3d_diffusion,ood_deep,1,14.188376753507013,,0.6953125,,1.0,1,False,12.263475036621093,14.214934349060059
eval_001,ood_deep_1400,20260532,PIEZO,vanilla_3d_diffusion,ood_deep,1,11.783567134268537,,0.4921875,,1.0,1,False,9.285057306289673,12.73457145690918
eval_001,ood_deep_1400,20260533,PIEZO,vanilla_3d_diffusion,ood_deep,1,14.458917835671341,,0.859375,,1.0,1,False,13.012792348861694,14.490097999572754
eval_001,ood_deep_1400,20260531,PIEZO,eapp_only_diffusion,ood_deep,1,14.458917835671341,,0.8203125,,1.0,1,False,13.08249273300171,14.488187789916992
eval_001,ood_deep_1400,20260532,PIEZO,eapp_only_diffusion,ood_deep,1,10.190380761523045,,0.4296875,,1.0,1,False,8.23625135421753,12.364374160766602
eval_001,ood_deep_1400,20260533,PIEZO,eapp_only_diffusion,ood_deep,1,10.521042084168336,,0.4453125,,1.0,1,False,8.983035659790039,12.57274341583252
eval_001,ood_deep_1400,20260531,PIEZO,dps_inverse_diffusion,ood_deep,1,11.633266533066132,,0.4765625,,1.0,1,False,9.359886741638183,13.348234176635742
eval_001,ood_deep_1400,20260532,PIEZO,dps_inverse_diffusion,ood_deep,2,14.158316633266532,12.925851703406813,0.5546875,0.4765625,0.8136425859615143,1,False,11.85101056098938,14.232909202575684
eval_001,ood_deep_1400,20260533,PIEZO,dps_inverse_diffusion,ood_deep,1,14.158316633266532,,0.5703125,,1.0,1,False,11.713769340515137,14.224258422851562
eval_001,ood_deep_1400,20260531,PIEZO,op_conditioned_diffusion_ours,ood_deep,1,13.496993987975952,,0.53125,,1.0,1,False,10.623071765899658,13.838401794433594
eval_001,ood_deep_1400,20260532,PIEZO,op_conditioned_diffusion_ours,ood_deep,2,13.286573146292584,11.242484969939879,0.53125,0.375,0.774578179063879,1,False,10.508626556396484,13.723923683166504
eval_001,ood_deep_1400,20260533,PIEZO,op_conditioned_diffusion_ours,ood_deep,1,12.595190380761522,,0.6171875,,1.0,1,False,11.694945669174194,14.022274017333984
eval_001,ood_deep_1400,20260531,US,direct_scalar_regression,ood_deep,1,10.521042084168336,,0.2734375,,1.0,1,False,7.643866419792175,14.053760862350464
eval_001,ood_deep_1400,20260532,US,direct_scalar_regression,ood_deep,1,11.2124248496994,,0.3359375,,1.0,1,False,7.7778639793396,14.609068012237548
eval_001,ood_deep_1400,20260533,US,direct_scalar_regression,ood_deep,1,10.220440881763526,,0.3984375,,1.0,1,False,7.829633975028992,14.222348833084105
eval_001,ood_deep_1400,20260531,US,unet_3d,ood_deep,1,14.3687374749499,,1.0,,1.0,1,False,14.251995420455932,14.62959065437317
eval_001,ood_deep_1400,20260532,US,unet_3d,ood_deep,1,11.693386773547093,,1.0,,1.0,1,False,11.526830911636353,11.916742515563964
eval_001,ood_deep_1400,20260533,US,unet_3d,ood_deep,1,14.428857715430862,,1.0,,1.0,1,False,14.227499103546142,14.610980892181397
eval_001,ood_deep_1400,20260531,US,kernel_gp,ood_deep,1,14.3687374749499,,0.796875,,1.0,1,False,12.97250337600708,14.519584655761719
eval_001,ood_deep_1400,20260532,US,kernel_gp,ood_deep,2,13.737474949899799,14.338677354709418,0.921875,0.7421875,0.8904636148421413,1,False,12.789960718154907,14.45445442199707
eval_001,ood_deep_1400,20260533,US,kernel_gp,ood_deep,1,14.428857715430862,,0.6875,,1.0,1,False,13.000211048126221,14.504310607910156
eval_001,ood_deep_1400,20260531,US,vanilla_3d_diffusion,ood_deep,1,13.46693386773547,,0.625,,1.0,1,False,11.385223245620727,13.66688346862793
eval_001,ood_deep_1400,20260532,US,vanilla_3d_diffusion,ood_deep,2,12.324649298597194,13.376753507014028,0.6328125,0.5,0.7675875147561568,1,False,11.484677076339722,13.584091186523438
eval_001,ood_deep_1400,20260533,US,vanilla_3d_diffusion,ood_deep,1,13.496993987975952,,0.5859375,,1.0,1,False,11.348204851150513,13.675111770629883
eval_001,ood_deep_1400,20260531,US,eapp_only_diffusion,ood_deep,1,13.617234468937875,,0.5859375,,1.0,1,False,11.6194561958313,13.748495101928711
eval_001,ood_deep_1400,20260532,US,eapp_only_diffusion,ood_deep,1,13.46693386773547,,0.6875,,1.0,1,False,11.462227725982666,13.731426239013672
eval_001,ood_deep_1400,20260533,US,eapp_only_diffusion,ood_deep,1,13.647294589178356,,0.6015625,,1.0,1,False,11.724853420257569,13.776795387268066
eval_001,ood_deep_1400,20260531,US,dps_inverse_diffusion,ood_deep,1,14.008016032064127,,0.7890625,,1.0,1,False,12.73228211402893,14.134392738342285
eval_001,ood_deep_1400,20260532,US,dps_inverse_diffusion,ood_deep,1,12.114228456913827,,0.8515625,,1.0,1,False,11.17092981338501,13.107774591445922
eval_001,ood_deep_1400,20260533,US,dps_inverse_diffusion,ood_deep,1,13.617234468937875,,0.921875,,1.0,1,False,12.565853071212768,14.117191314697266
eval_001,ood_deep_1400,20260531,US,op_conditioned_diffusion_ours,ood_deep,1,13.226452905811623,,0.96875,,1.0,1,False,12.483238649368285,13.948058128356934
eval_001,ood_deep_1400,20260532,US,op_conditioned_diffusion_ours,ood_deep,1,12.715430861723446,,0.9453125,,1.0,1,False,11.90137734413147,13.436397981643676
eval_001,ood_deep_1400,20260533,US,op_conditioned_diffusion_ours,ood_deep,1,13.76753507014028,,0.890625,,1.0,1,False,12.75437684059143,14.048873901367188
eval_002,ood_deep_1217,20260531,MMP,direct_scalar_regression,ood_deep,1,9.67935871743487,,0.4140625,,1.0,1,False,7.5216137886047365,12.341739177703857
eval_002,ood_deep_1217,20260532,MMP,direct_scalar_regression,ood_deep,2,8.597194388777554,10.761523046092185,0.3828125,0.34375,0.8909344076857181,1,False,7.6475413084030155,12.699211835861204
eval_002,ood_deep_1217,20260533,MMP,direct_scalar_regression,ood_deep,1,9.70941883767535,,0.3984375,,1.0,1,False,6.609333324432373,12.921352100372314
eval_002,ood_deep_1217,20260531,MMP,unet_3d,ood_deep,1,11.332665330661323,,1.0,,1.0,1,False,11.229187536239625,11.442083358764648
eval_002,ood_deep_1217,20260532,MMP,unet_3d,ood_deep,1,13.13627254509018,,1.0,,1.0,1,False,12.98356328010559,13.21288366317749
eval_002,ood_deep_1217,20260533,MMP,unet_3d,ood_deep,1,13.1062124248497,,1.0,,1.0,1,False,12.983067846298217,13.199895334243774
eval_002,ood_deep_1217,20260531,MMP,kernel_gp,ood_deep,1,12.625250501002004,,0.8359375,,1.0,1,False,11.961160135269164,13.731961822509765
eval_002,ood_deep_1217,20260532,MMP,kernel_gp,ood_deep,1,11.603206412825651,,0.90625,,1.0,1,False,10.81820797920227,12.429375743865966
eval_002,ood_deep_1217,20260533,MMP,kernel_gp,ood_deep,1,13.076152304609218,,0.921875,,1.0,1,False,12.23694076538086,13.655296325683594
eval_002,ood_deep_1217,20260531,MMP,vanilla_3d_diffusion,ood_deep,1,11.2124248496994,,0.640625,,1.0,1,False,10.464862823486328,12.786244201660155
eval_002,ood_deep_1217,20260532,MMP,vanilla_3d_diffusion,ood_deep,1,11.993987975951903,,0.6484375,,1.0,1,False,10.66504955291748,13.099746704101562
eval_002,ood_deep_1217,20260533,MMP,vanilla_3d_diffusion,ood_deep,1,13.557114228456914,,0.5859375,,1.0,1,False,11.708858013153076,13.718902587890625
eval_002,ood_deep_1217,20260531,MMP,eapp_only_diffusion,ood_deep,1,12.384769539078157,,0.6875,,1.0,1,False,11.000613689422607,13.214995527267455
eval_002,ood_deep_1217,20260532,MMP,eapp_only_diffusion,ood_deep,1,11.663326653306612,,0.640625,,1.0,1,False,11.10982084274292,13.20202145576477
eval_002,ood_deep_1217,20260533,MMP,eapp_only_diffusion,ood_deep,1,12.985971943887774,,0.6640625,,1.0,1,False,11.251811218261718,13.477449417114258
eval_002,ood_deep_1217,20260531,MMP,dps_inverse_diffusion,ood_deep,1,12.565130260521041,,0.9375,,1.0,1,False,12.084481477737427,13.39913034439087
eval_002,ood_deep_1217,20260532,MMP,dps_inverse_diffusion,ood_deep,1,12.83567134268537,,0.9453125,,1.0,1,False,12.323725843429566,13.635561847686766
eval_002,ood_deep_1217,20260533,MMP,dps_inverse_diffusion,ood_deep,1,12.625250501002004,,0.9609375,,1.0,1,False,12.140944766998292,13.182711315155029
eval_002,ood_deep_1217,20260531,MMP,op_conditioned_diffusion_ours,ood_deep,1,12.444889779559118,,0.9921875,,1.0,1,False,11.841908836364746,13.115463542938233
eval_002,ood_deep_1217,20260532,MMP,op_conditioned_diffusion_ours,ood_deep,1,12.264529058116231,,0.953125,,1.0,1,False,11.443949890136718,12.836094427108764
eval_002,ood_deep_1217,20260533,MMP,op_conditioned_diffusion_ours,ood_deep,1,11.963927855711422,,0.984375,,1.0,1,False,11.370846271514893,12.636022901535034
eval_002,ood_deep_1217,20260531,PIEZO,direct_scalar_regression,ood_deep,1,11.663326653306612,,0.34375,,1.0,1,False,7.8831024169921875,14.491926193237305
eval_002,ood_deep_1217,20260532,PIEZO,direct_scalar_regression,ood_deep,1,11.753507014028056,,0.296875,,1.0,1,False,7.627088642120362,14.411343574523926
eval_002,ood_deep_1217,20260533,PIEZO,direct_scalar_regression,ood_deep,1,9.859719438877756,,0.3046875,,1.0,1,False,8.25450325012207,14.45244026184082
eval_002,ood_deep_1217,20260531,PIEZO,unet_3d,ood_deep,1,11.422845691382765,,0.4296875,,1.0,1,False,11.042779302597046,15.0
