case_id,config_id,seed_id,depth_group,operator,method,absolute_error_mm,d_out_mm,posterior_std_zbottom_mm
eval_003,ood_deep_1599,20260531,ood_deep,MMP,dps_inverse_diffusion,0.0517381359510356,3.4552809070177144,0.31456315517425537
eval_003,ood_deep_1599,20260532,ood_deep,MMP,dps_inverse_diffusion,0.049982673985487835,3.4552809070177144,0.38218453526496887
eval_003,ood_deep_1599,20260533,ood_deep,MMP,dps_inverse_diffusion,0.8820196460313863,3.4552809070177144,0.530005931854248
eval_003,ood_deep_1599,20260531,ood_deep,MMP,op_conditioned_diffusion_ours,0.5004335712022847,3.4552809070177144,0.4167431592941284
eval_003,ood_deep_1599,20260532,ood_deep,MMP,op_conditioned_diffusion_ours,0.08985007510853471,3.4552809070177144,0.30147862434387207
eval_003,ood_deep_1599,20260533,ood_deep,MMP,op_conditioned_diffusion_ours,0.4801107715196675,3.4552809070177144,0.4092215597629547
eval_003,ood_deep_1599,20260531,ood_deep,PIEZO,direct_scalar_regression,1.3840977023668355,3.4552809070177144,1.869735836982727
eval_003,ood_deep_1599,20260532,ood_deep,PIEZO,direct_scalar_regression,1.7336384128160542,3.4552809070177144,2.1120235919952393
eval_003,ood_deep_1599,20260533,ood_deep,PIEZO,direct_scalar_regression,2.3384643863267964,3.4552809070177144,2.308755397796631
eval_003,ood_deep_1599,20260531,ood_deep,PIEZO,unet_3d,0.24993836178111373,3.4552809070177144,0.5298518538475037
eval_003,ood_deep_1599,20260532,ood_deep,PIEZO,unet_3d,3.645479805333144,3.4552809070177144,3.020517110824585
eval_003,ood_deep_1599,20260533,ood_deep,PIEZO,unet_3d,0.27691780819224654,3.4552809070177144,0.5017566084861755
eval_003,ood_deep_1599,20260531,ood_deep,PIEZO,kernel_gp,2.64257777438832,3.4552809070177144,1.6528749465942383
eval_003,ood_deep_1599,20260532,ood_deep,PIEZO,kernel_gp,2.0760179828233785,3.4552809070177144,1.3783622980117798
eval_003,ood_deep_1599,20260533,ood_deep,PIEZO,kernel_gp,2.8767877887315816,3.4552809070177144,1.6855400800704956
eval_003,ood_deep_1599,20260531,ood_deep,PIEZO,vanilla_3d_diffusion,0.16312468753529252,3.4552809070177144,0.6380828619003296
