figure,dimension,device,device_label,model,model_label,train_N_per_device,train_N_total,train_unique_cases,unique_source_cases_available,sampling_mode,seed,n_test_cases,evidence_level,mae_zbottom_mm,rmse_zbottom_mm,crps_zbottom_mm,cov90_zbottom,width90_zbottom_mm,auroc_fail_tau_1mm,calibrated_score
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,3000,3000,1128,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.7707901722813226,0.8602400348292915,0.7237440167519579,0.05086587418904487,0.31464053706391165,0.7986167935187544,0.6362754884300426
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,3000,3000,1128,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.5150096998681247,0.5646069735970423,0.32934934733614707,0.8906149913771865,1.2778217047172604,0.9356028159306848,0.623599738753935
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,3000,3000,1128,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.6235251939085453,0.8366380342111143,0.45960746698908117,0.888061167227834,2.696828217682847,0.9588478085047406,1.7574330899159476
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,3000,3000,1128,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.5779900768241042,0.6385372374959659,0.3720185032034297,0.8795107237688538,1.409575870685723,0.969279688619634,0.49977547174333103
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,3000,9000,1128,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.5302550852224511,0.5671575232175238,0.3311141284223373,0.9204755892255893,1.8032825351441266,0.5816361082754525,2.244007259571498
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,3000,9000,1128,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.6090221293642009,0.9329623670440866,0.43775225015223385,0.910000923872875,2.2479570020102124,0.965120411995412,3.366190327465654
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,3000,9000,1128,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.49613638547435884,0.5374076164939804,0.3132424418846409,0.907091750841751,1.8388176064091895,0.7653517551058536,3.2804796170891013
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,3000,3000,1128,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.39714639131203994,0.44527444355221146,0.2572141824688532,0.8603969915961786,0.9767403929409041,0.9238788238788238,0.8124056743323079
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,3000,3000,1128,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.4360953518767992,0.6086176167212103,0.3393346752120185,0.868469416386083,2.130408449779702,0.9959051424269704,1.3651556753702134
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,3000,3000,1128,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.44980425958070447,0.5069193689655285,0.29736375881893695,0.8227878377268621,1.0749572395708058,0.9635620779746464,0.4657579121689517
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,3000,3000,1128,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.47849959559410926,0.5139463763273922,0.2941964043017672,0.9237864758698093,1.643821766860818,0.4990942028985508,0.9816623834246986
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,3000,3000,1128,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.738678810445753,1.1282595470331702,0.5395099967480574,0.86168339903096,2.2198551247919034,0.9413277046439732,2.3567710444636414
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,3000,3000,1128,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.43780302141898975,0.5075356587165721,0.2910838851166821,0.9208824354657686,1.7587280447216318,0.7431768527732977,0.7465261038934538
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,3000,9000,1128,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.19908845372401607,0.2610514237247371,0.12943596116225947,0.9335805548712054,0.8938104159006935,1.0,1.129172302375232
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,3000,9000,1128,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.6089828612404803,0.7233665838107042,0.33243963788156755,0.8897321795187647,2.0630649948665503,0.8123646967720154,3.2719221464721664
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,3000,9000,1128,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.22801280639943847,0.2932859411838599,0.14558056959099977,0.9318251964085297,0.9247137864552599,0.9945945945945946,1.1696166688810674
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.6382804529106321,0.6702675402496078,0.5936514446323405,0.061501704032191684,0.23239367691291868,0.8800557753234978,1.2470804364596204
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.0195869054765763,1.274743738688732,1.0045411122274817,0.6491161616161617,3.827029887985791,0.8212105102929353,2.6765833270714476
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.7493688525076355,0.8360275555933833,0.7005169078648329,0.04613102570419625,0.2937091358499579,0.7986167935187544,0.8438508148254803
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.3814254036894824,1.6172917791749886,0.9422939212690691,0.8094486531986531,4.284030409303984,0.45522714720908386,1.2470804364596204
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.090853394024596,1.2489259831143957,0.7728460673149483,0.7687640291806959,4.295513754929139,0.34370787886610876,2.6765833270714476
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.4283324910328923,1.693376827088436,0.9778160069218306,0.7568742985409652,4.065635495928348,0.4798810075735781,0.8438508148254803
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.631316461946432,0.6993849951610092,0.6025434424366621,0.04540321918370693,0.22818285307650538,0.8800557753234978,0.8694472653476599
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.0168950102904684,1.2901927607385333,1.0074897011204658,0.6472222222222221,3.8164776603268953,0.8212105102929353,2.418758261482925
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.735635229077469,0.8150255448911887,0.6864238501811618,0.05654769237086299,0.29470733649412917,0.7986167935187544,0.6038987628974517
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.4749542528953184,0.5290727604821375,0.30561293437417186,0.8991377186499138,1.2150337195587073,0.9356028159306848,0.5702495212802136
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.6100147715511067,0.8171796060428859,0.4486038680443131,0.8965838945005613,2.6928632173765727,0.9588478085047406,1.7339159361547072
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.5609179790531449,0.6224501188086361,0.36223737341511847,0.8653061783143083,1.3481819322205817,0.969279688619634,0.49134824609237704
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,5000,15000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.5201946881753999,0.5557265203473303,0.3254491875085334,0.9204755892255893,1.800006475369983,0.5816361082754525,2.2014322713499634
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,5000,15000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.6148438554136486,0.9456985839842119,0.4438220304809154,0.8872736511456023,2.243873093158014,0.965120411995412,3.473098674150376
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,5000,15000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.4918960080114734,0.5312207400365773,0.30956031627681213,0.9127735690235692,1.8354769893539353,0.7653517551058536,3.2705513858567787
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.39329105662319447,0.45279117639932703,0.2572092396263435,0.874601537050724,1.0041160340123216,0.9238788238788238,0.7932765903493703
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.4369845848216831,0.6075823930228428,0.3390274490158634,0.8826739618406284,2.1897075279519957,0.9959051424269704,1.3494436715042173
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.4326759626606732,0.4879896886417199,0.2856601902289058,0.8227878377268621,1.033790403404611,0.9635620779746464,0.4480221089999906
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.47258695252105226,0.5179294348347999,0.29253637027437346,0.9351501122334457,1.694810125761862,0.4990942028985508,0.9706284793637985
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.7304091459311712,1.1172506520830727,0.5337728706688605,0.8758879444855054,2.225093573317674,0.9413277046439732,2.3623797221909664
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,5000,5000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.43148817143033863,0.5163255602674176,0.2864851585271868,0.9265642536475869,1.651936764239385,0.7431768527732977,0.7398663330721073
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,5000,15000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.1981558662808447,0.25719667289363446,0.12882723733551352,0.9392623730530236,0.9010306972088519,1.0,1.129889792258923
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,5000,15000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.615810081569219,0.7275393797888762,0.335220640896837,0.8897321795187647,2.0797306203224144,0.8123646967720154,3.308603200758231
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,5000,15000,1232,1600,bootstrap_with_replacement_effective_N,20260606,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.2203766448190056,0.2823131793288611,0.1419125957697366,0.9318251964085297,0.9321837079833181,0.9945945945945946,1.1304461415243834
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.6909823761566084,0.7417451736554561,0.6543755137605568,0.007524431304918977,0.22465483908800657,0.8800557753234978,1.3979404133618258
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.2358117553891017,1.5138651532075806,1.2034316427112817,0.6434343434343435,4.2040989225094245,0.8212105102929353,3.22653913811873
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.1166151571057186,1.128782197437818,0.9865025890168969,0.07738102570419625,0.4296733133721429,0.7986167935187544,1.2206625718350195
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.4954877649341227,1.7897605054079682,1.0386803138763983,0.7554713804713804,4.141369830001654,0.45522714720908386,1.3979404133618258
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.3221918018960535,1.4832044020998931,0.9258629647217117,0.7630822109988776,4.718741498574117,0.34370787886610876,3.22653913811873
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,2.128321324721252,2.286352409298856,1.3770089081085766,0.7881242985409652,5.94770424639203,0.4798810075735781,1.2206625718350195
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.7980573491337281,0.8058725988739635,0.7304922740937728,0.014153219183706933,0.24517002057421108,0.8800557753234978,1.1333507893196264
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.1078579758751013,1.4129084264156446,1.1107688463151866,0.5790404040404039,3.758830753103825,0.8212105102929353,2.617802918869699
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.425039638292711,1.5805471519556504,1.3465035772005267,0.016774965098135697,0.5180918034522994,0.7986167935187544,1.2153649387062622
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.7426895888243719,0.7811599089343823,0.4698829297175952,0.8480013550135501,1.6336944203826436,0.9356028159306848,0.9371986049446567
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.6751257999348412,0.9283149969952611,0.5059101767165871,0.8823793490460158,3.0218532642319382,0.9588478085047406,1.892127042864088
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.0071251289433736,1.1106560152829716,0.6552876543679049,0.7829198146779447,2.0049343203242445,0.969279688619634,0.9539175948850004
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,100,300,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.5392142634521474,0.5711734165066495,0.33022386685493027,0.9091119528619529,1.7578523324210649,0.5816361082754525,2.2582259862817593
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,100,300,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.6560713489693494,1.016888410547086,0.48117222605637183,0.8105691056910569,2.1913240893502515,0.965120411995412,3.9751097298482163
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,100,300,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.4935910101560454,0.5260580638123518,0.30816373732313374,0.9269781144781146,1.7924921665505773,0.7653517551058536,3.327250649572303
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.5211564778253153,0.5482664567866303,0.3301677562880199,0.8291469915961786,1.1148852600898413,0.9238788238788238,1.0988566579183645
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.4578114600346966,0.6024750512939242,0.3363656668298736,0.8826739618406284,2.1184816959064334,0.9959051424269704,1.4137587433159093
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.7962531405101493,0.8674553002221795,0.5133067690933923,0.7744923831814077,1.569451013565619,0.9635620779746464,0.8642236882689769
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.5589784897229334,0.5941654749263867,0.3441913130450917,0.9095819304152639,1.8128137757478389,0.4990942028985508,1.1629747246398205
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.7843033827632869,1.1882702343287501,0.5725315481529999,0.8190697626673237,2.196507597038888,0.9413277046439732,2.4377519385373887
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,100,100,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.7874787982114305,0.8442591015392799,0.5191027797757928,0.900996071829405,3.0010541772204014,0.7431768527732977,1.3225378458846806
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,100,300,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.23164550177934262,0.32889263771339133,0.14600933427425988,0.9307396457802963,0.8846012380527474,1.0,1.3103154636199246
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,100,300,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.6561094832068408,0.7637795632994694,0.3603444217034363,0.8499594522460374,2.0418086611836936,0.8123646967720154,3.637849057929558
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,100,300,100,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.2846626309391439,0.32988481798420205,0.16403851562754973,0.9204615600448933,0.915186202566754,0.9945945945945946,1.444682278948517
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,250,250,250,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.6274175339890182,0.7013545996187248,0.6045630589802858,0.030251704032191684,0.22600336657381762,0.8800557753234978,1.2417317194609452
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,250,250,250,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.1242245946891218,1.3693400056175102,1.086547486803774,0.6519570707070708,4.171587480597502,0.8212105102929353,2.959311711759045
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,250,250,250,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.941662485089636,1.021603150461359,0.8656973331300739,0.07454011661328719,0.36446941167014807,0.7986167935187544,1.0311612952404687
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,250,250,250,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.3579148730315154,1.6923018945949817,0.9596137609902863,0.7781986531986531,4.166229081052454,0.45522714720908386,1.2417317194609452
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,250,250,250,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.2028049871720607,1.3416063643449836,0.8359378644694802,0.7716049382716049,4.682250185463745,0.34370787886610876,2.959311711759045
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,250,250,250,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.7948532535606008,2.0692608633503013,1.2083829811677584,0.7852833894500562,5.045126611326305,0.4798810075735781,1.0311612952404687
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,250,250,250,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.6850995141226751,0.7382623752892422,0.6379167939647095,0.04540321918370693,0.23017660977899881,0.8800557753234978,0.9435171343520466
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,250,250,250,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.0637623552499782,1.339101590114648,1.048608129599732,0.6472222222222221,4.002597407574118,0.8212105102929353,2.530235628042334
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,250,250,250,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,1.1609271735266622,1.3421402999270322,1.124270778778694,0.02529769237086299,0.46625460009513764,0.7986167935187544,0.9821666062755678
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,250,250,250,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.6349000632920933,0.7090410230169001,0.41002253612646,0.8877740822862774,1.5303815541786376,0.9356028159306848,0.7709297194950109
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,250,250,250,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.6662056528344508,0.9188232985629113,0.4976250709831313,0.9051066217732886,3.0212017438030347,0.9588478085047406,1.909537792999768
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,250,250,250,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.7708680213536973,0.8656550471307862,0.5041769311062816,0.8283743601324902,1.756935801091532,0.969279688619634,0.6998615599080644
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,250,750,250,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.5208113849554833,0.5552173261064767,0.32417149451406424,0.9147937710437711,1.8006487122111543,0.5816361082754525,2.192598470020443
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,250,750,250,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.6430896601056479,0.9923393550965649,0.4680292218199788,0.8617054693274205,2.2446737002597428,0.965120411995412,3.720586159576917
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,250,750,250,1600,without_replacement,20260607,352,priority1_learning_curve_by_N_from_available_3d_parameter_library+full_endpoint_anchor_depth_metrics,0.4997434892560969,0.5335014399992833,0.31174889349703283,0.9269781144781146,1.8361318819667205,0.7653517551058536,3.36872393344685
