seed,model,method_label,scenario_key,scenario_label,ssim_norm_retention,psnr_norm_retention,spearman_pixel_retention,mae_kpa_retention,rmse_kpa_retention,mae_norm_retention,rmse_norm_retention
5,vanilla_diffusion,Vanilla diffusion,ood_unseen_depth_range,Depth OOD,0.951199202583209,1.1052713068322462,1.0985753932873148,1.1099523647335003,0.9937805719885957,1.079317467532016,1.0819641153040027
5,explicit_residual_target_diffusion,Conditional diffusion,ood_unseen_depth_range,Depth OOD,1.1158265041988602,0.9786783499440129,0.9942229479833266,0.8863322143036926,0.8207689915168835,0.9645361817276021,0.9608663214516869
5,train_mean_prior,Mean prior,ood_unseen_layer_modulus,Mechanical-background OOD,0.9549922181119627,0.9823042926432034,,0.929628717856903,0.9017275174270738,0.9866566167756988,0.973524772179098
5,srcnn_bz_single_channel,SRCNN,ood_unseen_layer_modulus,Mechanical-background OOD,1.078414075104851,1.0123078632807072,1.2394932029192551,0.9592282182536068,0.9029464568008413,1.0643523510574306,1.0196660987950836
5,unet_canonical_bxyz,U-Net,ood_unseen_layer_modulus,Mechanical-background OOD,0.9074342243174889,1.0145770527088878,0.9853841650950356,0.9728168807458953,0.9208479760089127,1.0235790875360644,1.0276371387303496
5,vanilla_diffusion,Vanilla diffusion,ood_unseen_layer_modulus,Mechanical-background OOD,0.8839314975766634,0.9595830903822501,1.2273750348353485,0.9275152395699502,0.9197770987090523,0.9698713815857136,0.9702074972992528
5,explicit_residual_target_diffusion,Conditional diffusion,ood_unseen_layer_modulus,Mechanical-background OOD,1.7092247162494787,1.0027250032002013,1.0109186814171311,0.9722813589306691,0.8927720219463946,1.1392363150990616,1.0051149913363946
5,train_mean_prior,Mean prior,ood_unseen_operator_noise,Noise/drift OOD,0.9227962267516792,1.0295100425205237,,1.0858876331048446,1.0709748231509655,1.0387206946068879,1.0457622956541612
5,srcnn_bz_single_channel,SRCNN,ood_unseen_operator_noise,Noise/drift OOD,0.9164494012550578,1.0449763092115945,1.1199505616678014,1.1057009809507268,1.0872795299921245,1.064175740041508,1.0737613831567614
5,unet_canonical_bxyz,U-Net,ood_unseen_operator_noise,Noise/drift OOD,0.8891395740485888,1.0274665951491304,0.9678871848376804,1.1232948198179027,1.0901035348696222,1.0424080847438026,1.0527104906958582
